Time	gauge_0	gauge_1	gauge_2	gauge_3	gauge_4	gauge_5	gauge_6	gauge_7	gauge_8	gauge_9	gauge_10	gauge_11	gauge_12	gauge_13	gauge_14	gauge_15	gauge_16	gauge_17	gauge_18	gauge_19	gauge_20	gauge_21	gauge_22	gauge_23	gauge_24	gauge_25	gauge_26	gauge_27	gauge_28	gauge_29	gauge_30	gauge_31	gauge_32	gauge_33	gauge_34	gauge_35	gauge_36	gauge_37	gauge_38	gauge_39	gauge_40	gauge_41	gauge_42	gauge_43	gauge_44	gauge_45	gauge_46	gauge_47	gauge_48	gauge_49	gauge_50	gauge_51	gauge_52	gauge_53	gauge_54	gauge_55	gauge_56	gauge_57	gauge_58	gauge_59	gauge_60	gauge_61	gauge_62	gauge_63	gauge_64	gauge_65	gauge_66	gauge_67	gauge_68	gauge_69	gauge_70	gauge_71	gauge_72	gauge_73	gauge_74	gauge_75	gauge_76	gauge_77	gauge_78	gauge_79
13	0.00403032	0.0032648	0.00266115	0.00208176	0.0014077	0.000585392	-0.000367274	-0.00140409	-0.00246592	-0.00348957	-0.00440459	-0.00514682	-0.00564588	-0.00580468	-0.00555384	-0.00485115	-0.00374162	-0.00234694	-0.000806652	0.000761361	0.00227042	0.00365469	0.00485466	0.00584305	0.006644	0.00731044	0.00786883	0.00832017	0.00868632	0.00902205	0.00937863	0.0097566	0.0100676	0.0101666	0.00990516	0.00916668	0.00794615	0.00635764	0.00457111	0.00276774	0.00109265	-0.000375158	-0.00161356	-0.00263131	-0.00344753	-0.00408274	-0.00454848	-0.00484737	-0.00497216	-0.00491679	-0.00467056	-0.00421989	-0.00355953	-0.00269309	-0.00164177	-0.000442349	0.000853457	0.00217576	0.00345915	0.00465136	0.00571078	0.00661933	0.0073739	0.00799402	0.00850837	0.00894778	0.0093322	0.00966841	0.00994631	0.0101282	0.0101691	0.0100217	0.00963278	0.00896415	0.0079917	0.0067198	0.0051765	0.00342512	0.00155207	-0.000352527
13.0091	0.00419222	0.00339909	0.0027815	0.00220322	0.00154142	0.000733776	-0.000208033	-0.00124043	-0.00230659	-0.00334459	-0.00428442	-0.00506133	-0.0056068	-0.0058218	-0.00563294	-0.00499218	-0.00393468	-0.00257548	-0.00105312	0.000512629	0.00203232	0.00343735	0.00466534	0.00568351	0.00651037	0.00719802	0.00777556	0.00824399	0.00862272	0.00896549	0.009327	0.00971603	0.0100546	0.0101971	0.00999704	0.0093276	0.00816951	0.00662374	0.0048559	0.0030484	0.00135169	-0.000147469	-0.0014195	-0.00247072	-0.0033192	-0.00398511	-0.00448065	-0.00480974	-0.00496631	-0.0049417	-0.00472828	-0.00431132	-0.00368399	-0.0028485	-0.00182394	-0.000644775	0.000639747	0.00196084	0.00325198	0.00445947	0.00553927	0.00647051	0.00724751	0.00788753	0.0084185	0.00887143	0.00926786	0.00961697	0.00991123	0.0101159	0.0101856	0.0100747	0.00972806	0.00910573	0.00818058	0.00695275	0.00544621	0.00372039	0.00185895	-4.86342e-05
13.0182	0.00435732	0.0035359	0.00290285	0.00232419	0.0016738	0.000880941	-4.93712e-05	-0.00107621	-0.00214542	-0.00319621	-0.0041593	-0.00496933	-0.00555946	-0.00583021	-0.00570272	-0.00512448	-0.0041206	-0.00279909	-0.00129692	0.000264296	0.00179275	0.00321709	0.00447215	0.00551987	0.00637295	0.00708211	0.007679	0.00816485	0.00855666	0.00890677	0.00927282	0.00967143	0.0100349	0.0102197	0.0100793	0.00947865	0.00838481	0.00688483	0.00513906	0.00333045	0.00161434	8.49562e-05	-0.00122028	-0.00230479	-0.00318554	-0.00388218	-0.00440752	-0.00476673	-0.00495487	-0.00496119	-0.00478047	-0.00439725	-0.0038032	-0.00299918	-0.00200218	-0.000844346	0.000427407	0.00174586	0.00304347	0.00426519	0.00536466	0.00631823	0.00711765	0.00777777	0.00832566	0.00879228	0.00920069	0.00956235	0.00987222	0.0100986	0.0101965	0.0101211	0.00981609	0.00923976	0.00836216	0.00717934	0.00571114	0.00401292	0.00216546	0.000257047
13.0273	0.00452557	0.00367534	0.00302538	0.00244477	0.00180488	0.00102681	0.000108639	-0.000911693	-0.00198257	-0.00304466	-0.00402944	-0.00487104	-0.00550419	-0.00583009	-0.00576317	-0.00524789	-0.00429915	-0.00301745	-0.00153773	1.67119e-05	0.00155196	0.00299409	0.00427522	0.00535218	0.00623173	0.00696268	0.00757912	0.00808271	0.00848811	0.00884593	0.00921623	0.00962306	0.010009	0.0102345	0.0101518	0.00961969	0.0085917	0.00714043	0.0054201	0.00361348	0.00188033	0.000321999	-0.00101599	-0.00213355	-0.00304656	-0.00377398	-0.00432911	-0.00471833	-0.00493781	-0.00497531	-0.00482711	-0.00447766	-0.0039171	-0.00314502	-0.00217632	-0.00104087	0.000216676	0.00153102	0.00283381	0.00406868	0.00518705	0.00616255	0.00698434	0.00766474	0.00822983	0.00871037	0.00913074	0.00950464	0.00982945	0.0100765	0.0102021	0.010161	0.00989693	0.00936622	0.00853634	0.00739936	0.005971	0.00430239	0.00247123	0.000564251
13.0364	0.00469688	0.0038175	0.00314924	0.00256511	0.00193469	0.00117134	0.000265854	-0.000747033	-0.00181822	-0.00289019	-0.00389507	-0.00476666	-0.00544117	-0.00582157	-0.0058143	-0.00536229	-0.00447008	-0.00323027	-0.0017752	-0.000229772	0.00131022	0.00276857	0.00407467	0.00518047	0.00608668	0.00683974	0.00747589	0.00799753	0.00841702	0.00878299	0.00915735	0.00957116	0.00997729	0.0102419	0.0102148	0.00975065	0.00878985	0.00739011	0.00569857	0.00389708	0.00214934	0.000563525	-0.00080673	-0.00195704	-0.00290229	-0.0036605	-0.00424542	-0.00466459	-0.00491513	-0.00498418	-0.0048682	-0.00455252	-0.00402564	-0.00328593	-0.00234623	-0.00123417	7.79316e-06	0.00131654	0.00262317	0.0038701	0.00500656	0.00600351	0.00684759	0.00754844	0.00813101	0.00862568	0.00905804	0.00944393	0.00978303	0.0100498	0.0102024	0.0101944	0.00997064	0.00948512	0.00870303	0.00761261	0.00622551	0.00458845	0.00277587	0.000872669
13.0455	0.00487118	0.00396246	0.00327459	0.00268536	0.0020633	0.00131449	0.000422182	-0.000582394	-0.00165264	-0.00273299	-0.00375641	-0.00465642	-0.00537062	-0.00580446	-0.00585617	-0.00546757	-0.00463315	-0.00343724	-0.00200905	-0.000474809	0.00106781	0.00254075	0.00387064	0.0050048	0.00593782	0.00671326	0.00736931	0.00790928	0.00834338	0.00871795	0.00909628	0.00951598	0.00994007	0.010242	0.010268	0.00987149	0.00897893	0.00763341	0.00597398	0.00418082	0.00242105	0.000809361	-0.00059259	-0.00177533	-0.00275275	-0.00354177	-0.00415647	-0.00460552	-0.00488691	-0.00498797	-0.00490374	-0.00462179	-0.00412875	-0.00342181	-0.00251177	-0.00142406	-0.00019901	0.00110262	0.00241176	0.00366959	0.00482328	0.00584119	0.00670743	0.00742885	0.00802919	0.00853823	0.00898263	0.00938027	0.00973307	0.0100187	0.0101975	0.0102214	0.0100373	0.00959646	0.00886215	0.00781892	0.00647439	0.00487076	0.00307899	0.00118197
13.0545	0.00504833	0.00411027	0.00340157	0.00280566	0.00219078	0.00145622	0.00057754	-0.000417944	-0.00148601	-0.00257329	-0.00361369	-0.00454054	-0.00529276	-0.0057784	-0.00588891	-0.00556365	-0.00478817	-0.00363815	-0.00223896	-0.000718066	0.000825023	0.00231085	0.00366328	0.00482523	0.00578514	0.00658323	0.00725935	0.00781792	0.00826712	0.00865081	0.00903313	0.00945772	0.0098977	0.0102352	0.0103118	0.00998219	0.00915866	0.00786993	0.00624588	0.00446427	0.0026951	0.0010593	-0.00037367	-0.00158846	-0.00259798	-0.0034178	-0.00406228	-0.00454113	-0.00485318	-0.00498652	-0.00493374	-0.00468546	-0.0042264	-0.0035526	-0.00267283	-0.00161039	-0.000403513	0.000889473	0.00219977	0.00346732	0.00463735	0.00567565	0.00656387	0.00730598	0.00792434	0.00844801	0.00890453	0.00931375	0.0096797	0.00998318	0.0101872	0.0102424	0.010097	0.00970027	0.00901365	0.00801813	0.00671739	0.00514901	0.00338023	0.0014918
13.0636	0.0052282	0.00426098	0.00353032	0.00292617	0.00231719	0.0015965	0.000731838	-0.000253806	-0.00131852	-0.00241129	-0.00346715	-0.00441924	-0.00520779	-0.00574338	-0.00591259	-0.00565042	-0.00493493	-0.00383265	-0.00246465	-0.000959225	0.000582148	0.00207911	0.00345273	0.00464183	0.00562866	0.00644964	0.00714599	0.00772342	0.00818823	0.00858158	0.00896798	0.00939661	0.00985049	0.010221	0.0103466	0.0100827	0.00932881	0.00809923	0.00651378	0.004747	0.00297113	0.00131312	-0.000150056	-0.00139653	-0.00243803	-0.00328861	-0.00396286	-0.00447145	-0.00481397	-0.00497968	-0.00495822	-0.00474352	-0.00431853	-0.00367819	-0.00282929	-0.00179302	-0.000605505	0.000677325	0.00198739	0.00326345	0.00444888	0.00550699	0.00641696	0.00717983	0.00781646	0.00835502	0.00882378	0.00924444	0.00962303	0.00994357	0.0101717	0.0102575	0.0101498	0.00979659	0.00915748	0.00821009	0.00695426	0.00542287	0.00367922	0.00180177
13.0727	0.00541062	0.00441461	0.00366098	0.00304704	0.00244265	0.00173532	0.00088498	-9.0103e-05	-0.00115035	-0.00224724	-0.00331699	-0.00429276	-0.00511594	-0.00569959	-0.00592728	-0.00572785	-0.00507323	-0.00402047	-0.00268583	-0.00119798	0.000339503	0.00184576	0.00323917	0.0044547	0.00546837	0.00631249	0.00702923	0.00762574	0.00810664	0.00851023	0.0089009	0.00933283	0.00979876	0.0101994	0.010373	0.0101733	0.00948917	0.00832091	0.00677722	0.00502854	0.00324877	0.00157055	7.81813e-05	-0.0011996	-0.00227291	-0.00315421	-0.00385822	-0.00439649	-0.00476933	-0.00496713	-0.00497719	-0.00479594	-0.00440511	-0.00379853	-0.00298107	-0.0019718	-0.000804784	0.000466398	0.00177483	0.00305816	0.00425801	0.00533527	0.00626673	0.0070504	0.00770553	0.00825925	0.0087404	0.00917238	0.00956316	0.00989996	0.0101511	0.0102668	0.0101959	0.00988546	0.0092936	0.00839468	0.00718477	0.00569203	0.0039756	0.0021115
13.0818	0.00559541	0.00457116	0.00379367	0.00316842	0.00256723	0.00187269	0.00103688	7.30791e-05	-0.000981708	-0.00208135	-0.00316346	-0.00416131	-0.00501743	-0.00564731	-0.00593309	-0.0057959	-0.00520293	-0.00420136	-0.00290218	-0.00143403	9.74189e-05	0.00161106	0.00302278	0.00426391	0.00530432	0.00617178	0.00690906	0.00752486	0.00802231	0.00843674	0.00883195	0.00926657	0.00974277	0.0101707	0.010391	0.0102538	0.00963955	0.00853461	0.00703573	0.00530846	0.00352765	0.00183137	0.000310931	-0.00099779	-0.00210267	-0.00301464	-0.00374839	-0.00431628	-0.00471929	-0.00494888	-0.00499076	-0.00484272	-0.00448611	-0.00391354	-0.00312803	-0.00214656	-0.00100116	0.000256928	0.00156229	0.00285162	0.00406488	0.00516061	0.00611321	0.0069177	0.00759155	0.0081607	0.00865441	0.00909764	0.0095002	0.0098525	0.0101255	0.0102707	0.0102352	0.00996694	0.009422	0.00857177	0.00740869	0.00595619	0.00426901	0.0024206
13.0909	0.00578237	0.00473062	0.0039285	0.00329047	0.00269105	0.00200861	0.00118748	0.00023559	-0.000812769	-0.00191379	-0.00300678	-0.00402514	-0.00491249	-0.00558681	-0.0059302	-0.00585453	-0.00532384	-0.00437505	-0.00311341	-0.00166706	-0.000143762	0.00137526	0.00280377	0.00406959	0.00513652	0.00602751	0.00678547	0.00742076	0.00793521	0.00836108	0.00876118	0.00919799	0.00968284	0.0101355	0.010401	0.0103244	0.00977984	0.00873996	0.00728888	0.00558628	0.00380738	0.00209528	0.000548074	-0.000791178	-0.00192734	-0.00286992	-0.00363339	-0.00423083	-0.00466387	-0.00492492	-0.00499901	-0.00488386	-0.00456149	-0.00402316	-0.00327008	-0.00231718	-0.00119445	4.91552e-05	0.00134998	0.00264401	0.00386962	0.00498309	0.00595646	0.00678174	0.0074745	0.00805936	0.00856581	0.00902026	0.00943424	0.00980132	0.0100952	0.010269	0.0102677	0.0100411	0.00954267	0.00874128	0.00762582	0.00621507	0.0045591	0.00272866
13.1	0.00597126	0.00489294	0.00406556	0.00341335	0.00281423	0.00214311	0.0013367	0.000397331	-0.000643698	-0.00174482	-0.00284717	-0.00388447	-0.00480134	-0.00551829	-0.00591852	-0.00590377	-0.00543584	-0.00454131	-0.00331924	-0.00189679	-0.000383702	0.00113863	0.00258232	0.00387183	0.00496503	0.00587968	0.00665846	0.0073134	0.00784528	0.00828323	0.00868861	0.00912726	0.00961922	0.0100941	0.0104032	0.010385	0.00990994	0.00893661	0.0075362	0.00586154	0.00408757	0.00236198	0.000789433	-0.000579847	-0.00174699	-0.0027201	-0.00351324	-0.00414017	-0.0046031	-0.00489535	-0.00500215	-0.00491935	-0.00463123	-0.00412733	-0.00340712	-0.00248349	-0.00138445	-0.000156692	0.0011381	0.00243551	0.00367238	0.00480281	0.00579653	0.00664255	0.00735439	0.00795523	0.00847463	0.0089403	0.00936537	0.00974657	0.0100602	0.0102617	0.0102938	0.010108	0.00965563	0.00890312	0.00783598	0.00646836	0.00484554	0.00303531
13.1091	0.00616183	0.00505806	0.00420495	0.0035372	0.00293688	0.00227623	0.00148448	0.000558203	-0.000474676	-0.00157462	-0.00268484	-0.00373953	-0.00468422	-0.00544196	-0.00589789	-0.00594365	-0.0055388	-0.00469991	-0.00351937	-0.0021229	-0.000622075	0.000901439	0.00235864	0.00367077	0.00478988	0.00572831	0.00652802	0.00720277	0.00775248	0.00820314	0.00861428	0.00905451	0.00955217	0.0100469	0.0103978	0.0104355	0.0100298	0.00912424	0.00777727	0.00613379	0.0043678	0.00263114	0.00103484	-0.000363901	-0.00156166	-0.0025652	-0.00338797	-0.00404432	-0.004537	-0.00486021	-0.00499991	-0.0049492	-0.00469531	-0.004226	-0.00353906	-0.00264539	-0.00157102	-0.00036039	0.000926848	0.00222631	0.00347332	0.0046199	0.00563348	0.00650014	0.00723119	0.00784829	0.00838088	0.00885778	0.00929369	0.00968835	0.0100208	0.0102488	0.0103136	0.0101677	0.0097609	0.00905722	0.008039	0.00671581	0.00512799	0.00334017
13.1182	0.00635383	0.00522591	0.00434674	0.00366217	0.00305915	0.002408	0.00163081	0.000718123	-0.000305853	-0.00140339	-0.00252001	-0.00359057	-0.00456137	-0.00535807	-0.00586792	-0.00597429	-0.00563262	-0.00485063	-0.0037136	-0.00234512	-0.000858576	0.00066397	0.00213296	0.00346652	0.00461114	0.00557339	0.00639415	0.00708885	0.00765677	0.00812077	0.0085382	0.00897986	0.00948196	0.00999421	0.0103844	0.0104762	0.0101393	0.00930256	0.00801164	0.00640256	0.00464766	0.00290244	0.00128409	-0.000143419	-0.00137143	-0.00240528	-0.0032576	-0.00394329	-0.00446559	-0.00481953	-0.00499221	-0.00497344	-0.0047537	-0.00431912	-0.00366581	-0.00280274	-0.001754	-0.000561736	0.000716452	0.0020166	0.00327258	0.00443445	0.00546739	0.00635453	0.00710492	0.00773854	0.00828455	0.00877274	0.00921927	0.00962681	0.00997721	0.0102304	0.0103274	0.0102204	0.00985851	0.00920354	0.00823472	0.00695716	0.00540612	0.00364285
13.1273	0.00654696	0.00539638	0.00449098	0.00378841	0.00318115	0.00253849	0.00177562	0.000876956	-0.000137338	-0.00123129	-0.00235293	-0.00343782	-0.00443303	-0.00526681	-0.00582871	-0.00599575	-0.00571718	-0.00499326	-0.00390161	-0.00256321	-0.0010929	0.000426523	0.00190551	0.00325925	0.00442888	0.00541496	0.00625687	0.00697163	0.00755811	0.00803607	0.00846037	0.00890344	0.00940882	0.00993642	0.0103628	0.0105077	0.0102385	0.00947132	0.00823891	0.00666739	0.00492672	0.00317553	0.00153693	8.15356e-05	-0.00117639	-0.00224036	-0.00312215	-0.00383712	-0.00438891	-0.00477336	-0.00497868	-0.00499206	-0.00480639	-0.00440664	-0.00378729	-0.00295546	-0.00193323	-0.000760516	0.000507128	0.00180657	0.00307034	0.0042466	0.00529831	0.00620577	0.00697558	0.00762597	0.00818565	0.00868523	0.00914219	0.00956206	0.00992948	0.0102067	0.0103353	0.0102661	0.00994851	0.00934204	0.008423	0.00719214	0.0056796	0.00394301
13.1364	0.00674091	0.00556934	0.00463771	0.00391605	0.00330303	0.00266776	0.00191891	0.00103461	3.07598e-05	-0.00105856	-0.0021838	-0.0032815	-0.00429943	-0.00516843	-0.00578041	-0.00600808	-0.00579243	-0.00512763	-0.00408313	-0.00277687	-0.00132477	0.000189413	0.0016765	0.00304911	0.00424316	0.00525304	0.00611618	0.00685109	0.00745645	0.007949	0.00838078	0.00882533	0.00933297	0.00987381	0.0103333	0.0105303	0.0103274	0.00963031	0.00845867	0.00692781	0.00520455	0.00345006	0.00179316	0.000310847	-0.000976627	-0.00207048	-0.00298168	-0.00372582	-0.00430698	-0.00472174	-0.00495939	-0.00500523	-0.00485339	-0.00448853	-0.00390344	-0.0031034	-0.00210855	-0.000956537	0.000299105	0.00159643	0.00286675	0.00405647	0.00512635	0.00605387	0.00684316	0.00751057	0.00808419	0.00859526	0.00906252	0.00949422	0.00987779	0.0101778	0.0103374	0.0103049	0.0100309	0.00947269	0.00860371	0.00742054	0.00594814	0.00424026
13.1455	0.00693537	0.00574464	0.00478696	0.00404522	0.00342494	0.00279589	0.00206066	0.001191	0.000198283	-0.00088538	-0.00201282	-0.00312186	-0.00416084	-0.00506317	-0.00572335	-0.0060114	-0.00585831	-0.00525355	-0.00425791	-0.00298579	-0.00155388	-4.70299e-05	0.0014462	0.00283628	0.00405408	0.00508766	0.00597209	0.00672723	0.00735176	0.0078595	0.00829943	0.00874562	0.00925464	0.00980672	0.0102964	0.0105445	0.0104062	0.00977936	0.00867054	0.00718338	0.00548071	0.00372568	0.0020525	0.000544409	-0.000772226	-0.00189569	-0.0028362	-0.00360944	-0.00421982	-0.00466469	-0.00493434	-0.005013	-0.00489467	-0.00456475	-0.00401417	-0.00324648	-0.00227983	-0.00114961	9.26223e-05	0.00138636	0.00266199	0.00386419	0.00495157	0.00589889	0.00670768	0.00739233	0.00798016	0.00850285	0.00898032	0.00942339	0.00982231	0.010144	0.0103338	0.0103366	0.0101058	0.00959549	0.00877676	0.00764213	0.00621142	0.00453426
13.1545	0.00713	0.00592212	0.00493873	0.00417603	0.00354701	0.00292296	0.00220086	0.00134605	0.000365141	-0.000711918	-0.00184022	-0.00295912	-0.00401748	-0.00495125	-0.00565774	-0.00600588	-0.00591476	-0.00537085	-0.0044257	-0.00318971	-0.00177994	-0.000282475	0.00121486	0.00262092	0.00386172	0.00491885	0.00582462	0.00660004	0.007244	0.00776752	0.00821629	0.00866438	0.00917404	0.00973547	0.0102526	0.0105503	0.0104747	0.00991831	0.00887415	0.00743364	0.00575476	0.00400201	0.00231469	0.000782077	-0.000563272	-0.00171605	-0.00268577	-0.00348799	-0.00412747	-0.00460225	-0.00490359	-0.0050156	-0.00493023	-0.00463526	-0.00411942	-0.00338459	-0.00244691	-0.00133955	-0.000112093	0.00117658	0.00245623	0.00366991	0.00477409	0.00574087	0.00656915	0.00727126	0.00787357	0.00840803	0.00889565	0.00934968	0.00976317	0.0101054	0.0103242	0.0103618	0.0101733	0.00971045	0.00894206	0.0078567	0.00646915	0.00482466
13.1636	0.00732444	0.00610158	0.00509302	0.0043086	0.0036694	0.00304907	0.00233954	0.00149966	0.000531219	-0.000538346	-0.00166619	-0.0027935	-0.0038696	-0.00483293	-0.0055838	-0.00599121	-0.00596182	-0.00547938	-0.00458628	-0.00338835	-0.00200268	-0.000516602	0.000982725	0.00240324	0.00366618	0.00474667	0.00567378	0.00646953	0.00713315	0.00767301	0.00813132	0.00858166	0.00909133	0.00966036	0.0102022	0.0105481	0.0105329	0.010047	0.00906913	0.00767815	0.00602625	0.00427867	0.00257941	0.00102367	-0.000349837	-0.00153163	-0.00253043	-0.00336151	-0.00402995	-0.00453445	-0.00486722	-0.0050126	-0.0049601	-0.00470004	-0.00421914	-0.00351764	-0.00260966	-0.00152619	-0.000314817	0.000967269	0.00224965	0.00347376	0.00459398	0.00557986	0.00642758	0.00714734	0.0077644	0.00831081	0.00880858	0.00927319	0.00970051	0.0100622	0.0103089	0.0103805	0.0102335	0.00981759	0.00909952	0.00806408	0.00672104	0.00511112
13.1727	0.00751832	0.0062828	0.00524978	0.00444301	0.00379224	0.0031743	0.00247671	0.0016518	0.000696427	-0.000364835	-0.00149094	-0.00262522	-0.00371748	-0.00470846	-0.00550177	-0.00596711	-0.00599953	-0.00557903	-0.00473943	-0.00358146	-0.00222183	-0.000749105	0.000750082	0.00218342	0.00346757	0.00457117	0.0055196	0.00633569	0.00701917	0.00757591	0.00804449	0.00849752	0.00900671	0.00958168	0.0101455	0.0105371	0.0105807	0.0101655	0.00925518	0.00791648	0.00629473	0.00455527	0.00284636	0.00126901	-0.000132012	-0.00134249	-0.00237023	-0.00323002	-0.00392728	-0.00446132	-0.00482526	-0.00500396	-0.00498428	-0.00475907	-0.00431328	-0.00364552	-0.00276796	-0.00170936	-0.000515339	0.00075865	0.00204244	0.00327589	0.00441137	0.00541593	0.00628299	0.00702057	0.00765265	0.00821121	0.00871913	0.00919401	0.00963447	0.0100146	0.0102878	0.0103931	0.0102864	0.00991693	0.00924909	0.0082641	0.00696684	0.00539331
13.1818	0.00771127	0.00646554	0.00540896	0.00457937	0.00391569	0.00329878	0.00261239	0.00180239	0.000860622	-0.000191496	-0.00131462	-0.00245455	-0.00356133	-0.00457809	-0.00541187	-0.00593342	-0.00602794	-0.00566966	-0.00488492	-0.00376879	-0.00243711	-0.000979694	0.000517212	0.00196168	0.00326602	0.0043924	0.00536211	0.00619854	0.00690203	0.00747617	0.00795576	0.00841197	0.00892032	0.00949971	0.010083	0.0105174	0.0106185	0.0102735	0.00943197	0.00814819	0.00655976	0.00483141	0.00311523	0.00151786	9.01439e-05	-0.00114872	-0.00220519	-0.00309357	-0.00381951	-0.00438289	-0.00477774	-0.00498944	-0.00500277	-0.00481233	-0.00440177	-0.00376816	-0.00292167	-0.0018889	-0.000713452	0.000550934	0.00183477	0.00307646	0.00422635	0.00524913	0.00613542	0.00689095	0.00753832	0.00810923	0.00862736	0.00911223	0.00956517	0.00996272	0.0102612	0.0103995	0.0103322	0.0100085	0.00939072	0.00845659	0.00720627	0.0056709
13.1909	0.00790289	0.00664955	0.0055705	0.00471772	0.00403987	0.00342262	0.00274663	0.00195139	0.0010237	-1.84524e-05	-0.00113749	-0.00228168	-0.00340141	-0.00444207	-0.00531431	-0.00589027	-0.0060471	-0.00575116	-0.00502256	-0.00395008	-0.00264826	-0.00120808	0.000284417	0.00173823	0.00306167	0.00421043	0.00520133	0.0060581	0.00678173	0.00737374	0.00786508	0.00832503	0.00883231	0.00941472	0.0100151	0.0104891	0.0106468	0.0103711	0.00959927	0.00837287	0.00682088	0.00510667	0.00338568	0.00177002	0.000316513	-0.000950398	-0.00203538	-0.0029522	-0.00370667	-0.00429919	-0.00472473	-0.0049691	-0.00501577	-0.00485981	-0.00448459	-0.00388548	-0.0030707	-0.00206467	-0.000908965	0.000344347	0.00162685	0.00287561	0.00403906	0.00507954	0.00598488	0.00675849	0.0074214	0.00800488	0.00853331	0.00902793	0.00949276	0.0099068	0.0102293	0.0104	0.0103707	0.0100924	0.00952439	0.00864143	0.0074391	0.00594357
13.2	0.00809278	0.00683455	0.0057343	0.00485813	0.00416493	0.00354593	0.00287947	0.00209879	0.00118557	0.000154149	-0.000959745	-0.00210681	-0.00323798	-0.00430068	-0.00520935	-0.00583783	-0.00605709	-0.00582346	-0.00515216	-0.00412507	-0.00285502	-0.00143398	5.20163e-05	0.00151331	0.00285465	0.00402533	0.00503732	0.00591436	0.00665824	0.00726856	0.00777239	0.00823672	0.00874281	0.00932698	0.00994198	0.0104525	0.010666	0.0104584	0.00975684	0.00859013	0.00707764	0.00538065	0.00365737	0.00202525	0.000547008	-0.000747608	-0.00186083	-0.00280595	-0.00358878	-0.00421026	-0.00466623	-0.00494294	-0.00502333	-0.0049015	-0.00456169	-0.0039974	-0.00321491	-0.0022365	-0.00110169	0.000139121	0.00141887	0.00267352	0.0038496	0.00490724	0.0058314	0.00662318	0.00730189	0.00789818	0.00843701	0.0089412	0.00941733	0.00984696	0.0101922	0.0103944	0.0104022	0.0101686	0.00965009	0.0088185	0.00766508	0.00621101
13.2095	0.00828948	0.00702909	0.00590816	0.00500744	0.004297	0.0036747	0.00301723	0.00225148	0.00135378	0.000334407	-0.000773071	-0.00192178	-0.00306332	-0.0041472	-0.00509189	-0.00577346	-0.00605807	-0.00588949	-0.00527932	-0.00430156	-0.00306672	-0.00166773	-0.000190687	0.00127639	0.00263515	0.00382821	0.00486215	0.00576036	0.00652551	0.00715544	0.00767313	0.00814276	0.00864761	0.00923244	0.00986039	0.0104061	0.0106771	0.0105391	0.0099115	0.00880953	0.0073416	0.00566588	0.00394297	0.0022956	0.000792681	-0.000530566	-0.00167308	-0.00264766	-0.00346003	-0.00411165	-0.00459925	-0.00490949	-0.00502571	-0.0049391	-0.00463643	-0.00410893	-0.00336084	-0.00241224	-0.00130045	-7.42035e-05	0.00120112	0.00246068	0.003649	0.00472397	0.00566759	0.00647847	0.00717397	0.00778391	0.00833379	0.00884785	0.00933528	0.00978032	0.0101481	0.0103822	0.010428	0.0102405	0.0097734	0.00899573	0.00789443	0.0064854
13.219	0.00848336	0.00722402	0.00608421	0.00515907	0.00443031	0.00380317	0.0031536	0.00240236	0.00152043	0.000513925	-0.000586118	-0.00173504	-0.00288532	-0.00398841	-0.00496685	-0.00569944	-0.00604907	-0.00594528	-0.00539727	-0.00447062	-0.003273	-0.00189812	-0.000432231	0.00103838	0.00241309	0.00362784	0.00468353	0.0056028	0.00638926	0.00703919	0.00757153	0.00804726	0.00855101	0.00913541	0.00977395	0.0103515	0.0106788	0.0106083	0.0100551	0.00901992	0.00759978	0.00594873	0.00422914	0.00256872	0.00104255	-0.000308804	-0.00148028	-0.00248412	-0.00332583	-0.00400739	-0.00452635	-0.0048698	-0.00502179	-0.00497035	-0.00470482	-0.00421438	-0.00350126	-0.00258333	-0.00149574	-0.00028551	0.000983743	0.00224685	0.00344633	0.00453791	0.00550066	0.00633066	0.00704319	0.00766706	0.00822817	0.00875197	0.00925019	0.00970975	0.0100989	0.0103634	0.0104466	0.0103041	0.00988796	0.00916421	0.00811581	0.0067534
13.2286	0.00867393	0.00741896	0.00626227	0.00531304	0.00456501	0.00393149	0.00328865	0.00255143	0.00168547	0.000692568	-0.000399082	-0.00154685	-0.00270427	-0.00382462	-0.00483455	-0.00561603	-0.00602981	-0.00599085	-0.00550584	-0.00463199	-0.00347356	-0.00212483	-0.000672263	0.000799593	0.00218866	0.00342433	0.00450153	0.00544172	0.00624949	0.00691978	0.00746753	0.00795021	0.00845309	0.00903615	0.00968303	0.0102894	0.0106709	0.010666	0.0101874	0.0092209	0.0078517	0.00622872	0.00451545	0.00284428	0.00129641	-8.24059e-05	-0.00128251	-0.00231539	-0.00318622	-0.0038975	-0.00444756	-0.00482392	-0.00501157	-0.00499526	-0.00476682	-0.00431368	-0.00363605	-0.00274963	-0.00168736	-0.000494573	0.000766969	0.00203223	0.00324174	0.00434918	0.00533067	0.00617977	0.00690954	0.00754762	0.00812015	0.00865364	0.00916218	0.00963539	0.0100446	0.0103382	0.0104583	0.0103597	0.0099938	0.00932386	0.00832902	0.00701469
