Time	gauge_0	gauge_1	gauge_2	gauge_3	gauge_4	gauge_5	gauge_6	gauge_7	gauge_8	gauge_9	gauge_10	gauge_11	gauge_12	gauge_13	gauge_14	gauge_15	gauge_16	gauge_17	gauge_18	gauge_19	gauge_20	gauge_21	gauge_22	gauge_23	gauge_24	gauge_25	gauge_26	gauge_27	gauge_28	gauge_29	gauge_30	gauge_31	gauge_32	gauge_33	gauge_34	gauge_35	gauge_36	gauge_37	gauge_38	gauge_39	gauge_40	gauge_41	gauge_42	gauge_43	gauge_44	gauge_45	gauge_46	gauge_47	gauge_48	gauge_49	gauge_50	gauge_51	gauge_52	gauge_53	gauge_54	gauge_55	gauge_56	gauge_57	gauge_58	gauge_59	gauge_60	gauge_61	gauge_62	gauge_63	gauge_64	gauge_65	gauge_66	gauge_67	gauge_68	gauge_69	gauge_70	gauge_71	gauge_72	gauge_73	gauge_74	gauge_75	gauge_76	gauge_77	gauge_78	gauge_79
6.33333	-0.0118463	-0.0109696	-0.00970229	-0.00807168	-0.00613017	-0.00396835	-0.00167376	0.000661255	0.00291364	0.00503841	0.00693283	0.00854477	0.00986638	0.0108472	0.0114729	0.011758	0.0117185	0.0113994	0.0108277	0.0100472	0.00912077	0.00809433	0.00702775	0.00596283	0.00492464	0.00395905	0.0030754	0.00228813	0.00160682	0.00103093	0.000559559	0.000181368	-0.000114837	-0.00033673	-0.000493093	-0.000592776	-0.000644117	-0.000656219	-0.000637546	-0.000596855	-0.000539736	-0.00047189	-0.000398371	-0.000323287	-0.000249699	-0.000179858	-0.000115422	-5.73609e-05	-6.31654e-06	3.73974e-05	7.39276e-05	0.000103622	0.000127002	0.000144701	0.000157283	0.000165387	0.000169641	0.000170598	0.000168871	0.000164963	0.000159229	0.000152073	0.000143888	0.000135019	0.000125733	0.000116277	0.000106857	9.76129e-05	8.8678e-05	8.01542e-05	7.2092e-05	6.45446e-05	5.75442e-05	5.1087e-05	4.51772e-05	3.98073e-05	3.49464e-05	3.05742e-05	2.66649e-05	2.31789e-05
6.34667	-0.0119795	-0.0112037	-0.0100301	-0.00848002	-0.00660451	-0.00449155	-0.00222434	0.000104923	0.00237451	0.00453507	0.00648376	0.00815979	0.00955577	0.0106197	0.0113302	0.0116994	0.0117364	0.0114864	0.0109757	0.0102429	0.00935056	0.00834633	0.00728992	0.00622523	0.0051781	0.00419628	0.00329264	0.00248163	0.00177514	0.00117384	0.000678064	0.00027751	-3.90956e-05	-0.000279378	-0.00045196	-0.000565854	-0.000629135	-0.000651097	-0.000639807	-0.000604907	-0.000552037	-0.000486999	-0.000415083	-0.000340613	-0.000266877	-0.00019632	-0.000130741	-7.12534e-05	-1.86314e-05	2.6774e-05	6.4988e-05	9.62986e-05	0.000121182	0.000140261	0.000154086	0.000163291	0.000168501	0.000170284	0.00016921	0.000165872	0.000160605	0.000153813	0.000145894	0.000137208	0.000128033	0.000118628	0.00010921	9.99265e-05	9.09205e-05	8.23013e-05	7.41259e-05	6.64533e-05	5.93204e-05	5.27273e-05	4.66817e-05	4.11786e-05	3.61889e-05	3.1694e-05	2.7669e-05	2.40748e-05
6.36	-0.0120888	-0.011415	-0.010337	-0.00887052	-0.00706468	-0.0050047	-0.00276923	-0.000450982	0.0018308	0.00402255	0.00602155	0.00775905	0.00922661	0.0103718	0.0111668	0.01162	0.0117367	0.0115569	0.0111094	0.0104277	0.00957245	0.00859353	0.00755005	0.00648788	0.00543403	0.00443741	0.00351485	0.00268089	0.00194947	0.0013228	0.000802366	0.000378995	4.16244e-05	-0.000217569	-0.000406855	-0.000535479	-0.000611235	-0.000643509	-0.000640376	-0.000611495	-0.000563276	-0.000501394	-0.000431367	-0.000357748	-0.00028405	-0.000212919	-0.000146304	-8.54614e-05	-3.1298e-05	1.57608e-05	5.56575e-05	8.85956e-05	0.000115004	0.00013549	0.000150591	0.000160929	0.000167129	0.000169765	0.000169394	0.000166637	0.000161866	0.000155462	0.000147833	0.00013935	0.000130304	0.000120966	0.000111561	0.000102249	9.31797e-05	8.44714e-05	7.61874e-05	6.83925e-05	6.11292e-05	5.44012e-05	4.82199e-05	4.2583e-05	3.74635e-05	3.28443e-05	2.8702e-05	2.49979e-05
6.37333	-0.0121742	-0.0116034	-0.0106225	-0.00924248	-0.00750986	-0.00550684	-0.00330738	-0.00100503	0.00128364	0.00350188	0.00554709	0.0073433	0.00887955	0.010104	0.0109828	0.0115202	0.0117198	0.0116103	0.0112284	0.0106008	0.00978573	0.0088352	0.00780748	0.0067502	0.00569194	0.0046821	0.00374175	0.00288572	0.00212977	0.00147782	0.000932518	0.000485959	0.00012742	-0.000151167	-0.000357658	-0.000501521	-0.000590294	-0.000633383	-0.000639115	-0.000616526	-0.000573355	-0.000514991	-0.000447154	-0.000374636	-0.000301172	-0.000229621	-0.000162083	-9.99665e-05	-4.4309e-05	4.366e-06	4.59377e-05	8.05114e-05	0.000108464	0.000130383	0.000146791	0.000158293	0.000165515	0.000169035	0.000169415	0.000167253	0.000163002	0.000157015	0.0001497	0.000141441	0.000132543	0.000123286	0.000113908	0.000104577	9.54537e-05	8.66629e-05	7.82751e-05	7.03616e-05	6.29701e-05	5.61084e-05	4.97916e-05	4.40207e-05	3.87704e-05	3.40257e-05	2.97644e-05	2.59484e-05
6.38222	-0.0122152	-0.0117134	-0.0107981	-0.0094776	-0.00779617	-0.00583373	-0.00366116	-0.00137252	0.000917161	0.00314987	0.00522314	0.0070566	0.00863674	0.00991252	0.0108466	0.0114401	0.0116959	0.0116348	0.0112975	0.010708	0.00992178	0.00899215	0.00797683	0.00692443	0.00586481	0.00484728	0.0038959	0.00302578	0.00225384	0.00158516	0.00102319	0.000560956	0.000188063	-0.000103775	-0.00032205	-0.000476419	-0.000574224	-0.000624859	-0.000636876	-0.000618776	-0.000579233	-0.000523467	-0.000457299	-0.000385689	-0.00031252	-0.000240798	-0.000172728	-0.000109821	-5.32038e-05	-3.48254e-06	3.92004e-05	7.48676e-05	0.00010386	0.000126751	0.000144049	0.000156349	0.000164275	0.000168404	0.000169308	0.000167561	0.000163674	0.000157981	0.000150893	0.000142797	0.00013401	0.000124818	0.000115467	0.000106132	9.6978e-05	8.81369e-05	7.96836e-05	7.16936e-05	6.42182e-05	5.72683e-05	5.08617e-05	4.50012e-05	3.96633e-05	3.48341e-05	3.04924e-05	2.66008e-05
6.39111	-0.0122461	-0.011813	-0.0109638	-0.00970388	-0.00807522	-0.006155	-0.00401122	-0.00173832	0.000550052	0.00279501	0.00489448	0.00676379	0.00838652	0.00971256	0.0107014	0.0113509	0.0116627	0.0116519	0.0113596	0.0108094	0.0100535	0.0091461	0.00814448	0.00709807	0.00603816	0.00501376	0.00405192	0.00316815	0.0023805	0.00169517	0.00111649	0.00063844	0.000250999	-5.42568e-05	-0.000284539	-0.000449628	-0.000556704	-0.000615116	-0.000633599	-0.000620312	-0.000584514	-0.00053152	-0.000467166	-0.000396585	-0.000323807	-0.000251988	-0.000183446	-0.000119791	-6.22411e-05	-1.14906e-05	3.22925e-05	6.90541e-05	9.90936e-05	0.000122965	0.000141167	0.000154277	0.000162921	0.000167673	0.000169116	0.000167801	0.000164285	0.000158899	0.000152048	0.000144127	0.000135459	0.00012634	0.000117022	0.000107687	9.85072e-05	8.96191e-05	8.11027e-05	7.3038e-05	6.54801e-05	5.84428e-05	5.19465e-05	4.59965e-05	4.05706e-05	3.56564e-05	3.12338e-05	2.72657e-05
6.4	-0.0122663	-0.0119022	-0.0111195	-0.00992116	-0.0083468	-0.00647041	-0.00435727	-0.00210218	0.000182727	0.00243763	0.00456138	0.00646511	0.00812909	0.00950428	0.0105472	0.0112527	0.0116204	0.0116613	0.0114146	0.0109048	0.0101806	0.00929682	0.00831021	0.00727092	0.00621184	0.00518141	0.00420972	0.00331277	0.0025097	0.00180782	0.00121241	0.000718431	0.00031624	-2.57989e-06	-0.000245109	-0.000421113	-0.000537697	-0.000604116	-0.000629262	-0.000621122	-0.00058917	-0.000539122	-0.000476734	-0.000407305	-0.000335017	-0.000263175	-0.000194227	-0.000129869	-7.14163e-05	-1.96518e-05	2.52151e-05	6.30711e-05	9.41631e-05	0.000119026	0.000138142	0.000152077	0.000161453	0.000166842	0.000168836	0.000167974	0.000164835	0.000159766	0.000153165	0.000145428	0.000136888	0.000127849	0.000118571	0.000109242	0.000100041	9.11089e-05	8.25322e-05	7.43946e-05	6.67555e-05	5.96316e-05	5.30461e-05	4.70066e-05	4.14925e-05	3.64929e-05	3.19886e-05	2.79433e-05
6.41	-0.0122772	-0.0119909	-0.0112834	-0.0101553	-0.00864367	-0.00681831	-0.00474172	-0.00250891	-0.000230288	0.00203315	0.00418202	0.00612278	0.00783165	0.00926076	0.0103638	0.0111319	0.0115626	0.0116631	0.0114682	0.0110051	0.0103181	0.0094625	0.00849428	0.00746431	0.00640742	0.00537119	0.00438914	0.00347794	0.00265789	0.00193753	0.00132328	0.000811265	0.000392296	5.80184e-05	-0.00019853	-0.000387048	-0.000514595	-0.000590285	-0.000623173	-0.000621216	-0.000593676	-0.000547135	-0.000487133	-0.000419144	-0.000347525	-0.000275747	-0.000206416	-0.000141321	-8.18881e-05	-2.89988e-05	1.70649e-05	5.61502e-05	8.84314e-05	0.000114418	0.000134577	0.000149455	0.00015967	0.000165791	0.000168419	0.000168091	0.000165382	0.000160683	0.000154376	0.000146858	0.000138472	0.000129533	0.000120306	0.00011099	0.000101769	9.27929e-05	8.41513e-05	7.59342e-05	6.82053e-05	6.0985e-05	5.42997e-05	4.81596e-05	4.2546e-05	3.74497e-05	3.2853e-05	2.87199e-05
6.42118	-0.0122742	-0.0120752	-0.0114523	-0.0104037	-0.00896426	-0.00719804	-0.00516487	-0.00295976	-0.000690901	0.00157858	0.00375269	0.00573264	0.0074897	0.00897733	0.0101464	0.0109842	0.0114852	0.0116543	0.0115176	0.0111082	0.0104647	0.00964244	0.00869668	0.0076788	0.00662598	0.00558459	0.00459188	0.00366554	0.00282702	0.00208621	0.00145091	0.00091862	0.000480683	0.000128894	-0.000143625	-0.000346423	-0.000486554	-0.000572938	-0.000614796	-0.000620141	-0.000597756	-0.000555371	-0.00049826	-0.000432066	-0.000361347	-0.000289763	-0.000220099	-0.000154249	-9.3772e-05	-3.96558e-05	7.72312e-06	4.81771e-05	8.17922e-05	0.000109047	0.000130386	0.000146335	0.000157508	0.000164468	0.000167824	0.000168115	0.000165902	0.000161632	0.000155668	0.000148411	0.000140211	0.000131393	0.000122235	0.000112941	0.000103705	9.46839e-05	8.59741e-05	7.76712e-05	6.98441e-05	6.25175e-05	5.57213e-05	4.94691e-05	4.37441e-05	3.85393e-05	3.38383e-05	2.96063e-05
6.4331	-0.0122525	-0.0121474	-0.0116151	-0.0106527	-0.00929241	-0.00759174	-0.0056079	-0.00343561	-0.00118027	0.00109145	0.00328898	0.00530801	0.00711413	0.008662	0.00989998	0.0108114	0.0113875	0.0116312	0.0115577	0.011207	0.0106121	0.00982771	0.00890813	0.0079052	0.00685866	0.00581343	0.00481055	0.00386901	0.00301145	0.00224921	0.00159148	0.00103745	0.000579043	0.000208297	-8.1602e-05	-0.000299973	-0.000453919	-0.000552105	-0.000603912	-0.000617402	-0.000600909	-0.000563236	-0.000509486	-0.000445436	-0.000375865	-0.00030464	-0.000234747	-0.000168178	-0.000106651	-5.12661e-05	-2.51588e-06	3.93909e-05	7.44324e-05	0.000103051	0.000125667	0.000142779	0.000154996	0.000162876	0.00016703	0.00016801	0.000166344	0.000162549	0.000156971	0.00015001	0.000142024	0.00013335	0.000124276	0.000115016	0.000105773	9.67105e-05	8.79331e-05	7.95426e-05	7.16137e-05	6.41755e-05	5.72622e-05	5.08906e-05	4.50468e-05	3.97256e-05	3.49126e-05	3.05739e-05
6.44422	-0.012213	-0.0121973	-0.0117495	-0.0108687	-0.00958445	-0.00794735	-0.00601255	-0.00387413	-0.00163442	0.000635268	0.00285106	0.00490382	0.00675329	0.00835523	0.00965593	0.0106352	0.0112813	0.0115947	0.0115823	0.0112876	0.0107403	0.00999354	0.00910059	0.00811371	0.00707497	0.00602787	0.00501674	0.00406205	0.00318743	0.00240563	0.00172706	0.00115266	0.000674945	0.000286215	-2.02027e-05	-0.000253452	-0.000420665	-0.000530259	-0.000591733	-0.000613149	-0.000602624	-0.000569596	-0.000519264	-0.000457454	-0.000389151	-0.000318419	-0.000248437	-0.000181295	-0.000118857	-6.2335e-05	-1.23399e-05	3.09127e-05	6.72866e-05	9.71873e-05	0.00012101	0.000139228	0.000152442	0.000161203	0.000166126	0.000167771	0.000166639	0.000163306	0.000158107	0.000151441	0.000143672	0.000135147	0.000126163	0.000116946	0.000107704	9.86097e-05	8.97748e-05	8.13068e-05	7.32859e-05	6.57456e-05	5.87243e-05	5.2242e-05	4.62871e-05	4.08568e-05	3.59385e-05	3.1499e-05
6.45535	-0.0121555	-0.0122307	-0.0118675	-0.0110693	-0.00986271	-0.00829146	-0.0064084	-0.00430681	-0.0020856	0.000178506	0.002409	0.00449283	0.00638332	0.00803723	0.00939902	0.0104453	0.0111609	0.0115439	0.0115949	0.0113572	0.0108594	0.0101523	0.00928804	0.0083192	0.00729012	0.00624284	0.00522467	0.00425785	0.00336687	0.00256601	0.00186672	0.00127191	0.000774709	0.000367716	4.45432e-05	-0.000203918	-0.000384729	-0.000506096	-0.000577593	-0.00060725	-0.000603218	-0.000574978	-0.000528333	-0.000468995	-0.000402152	-0.000332069	-0.00026212	-0.000194502	-0.000131225	-7.36123e-05	-2.23978e-05	2.21778e-05	5.98832e-05	9.10734e-05	0.000116116	0.000135458	0.000149688	0.000159354	0.000165067	0.000167397	0.000166828	0.000163966	0.000159165	0.000152811	0.000145274	0.000136912	0.000128031	0.000118866	0.000109634	0.000100515	9.16279e-05	8.30866e-05	7.49768e-05	6.73366e-05	6.02085e-05	5.36161e-05	4.75503e-05	4.20106e-05	3.69862e-05	3.24451e-05
6.46648	-0.0120803	-0.0122476	-0.0119691	-0.0112542	-0.0101268	-0.00862363	-0.00679495	-0.00473307	-0.0025333	-0.000278032	0.00196338	0.00407559	0.00600471	0.00770842	0.0091296	0.0102417	0.0110266	0.011479	0.0115956	0.0114154	0.0109688	0.0103036	0.00947006	0.0085213	0.00750371	0.006458	0.00543408	0.00445622	0.00354965	0.00273025	0.00201043	0.00139519	0.000878365	0.000452886	0.000112691	-0.000151294	-0.000346039	-0.000479542	-0.000561419	-0.000599658	-0.000602612	-0.000579331	-0.000536637	-0.000480015	-0.000414829	-0.000345559	-0.000275768	-0.000207779	-0.000143737	-8.50883e-05	-3.26785e-05	1.31903e-05	5.22233e-05	8.47084e-05	0.000110983	0.000131464	0.000146731	0.000157322	0.000163847	0.000166881	0.000166912	0.000164527	0.00016014	0.000154116	0.000146829	0.000138643	0.000129877	0.000120774	0.000111561	0.000102425	9.34911e-05	8.48811e-05	7.66856e-05	6.89479e-05	6.17146e-05	5.50128e-05	4.88363e-05	4.3187e-05	3.80559e-05	3.34123e-05
6.47761	-0.0119869	-0.0122481	-0.012054	-0.0114234	-0.0103764	-0.00894341	-0.00717171	-0.00515239	-0.00297702	-0.000733498	0.00151489	0.00365265	0.00561797	0.00736925	0.00884802	0.0100248	0.0108782	0.0114	0.0115845	0.011462	0.0110683	0.010447	0.00964624	0.00871959	0.00771537	0.00667305	0.00564472	0.00465693	0.0037356	0.00289825	0.00215816	0.00152251	0.000985935	0.000541771	0.000184314	-9.55196e-05	-0.000304512	-0.000450526	-0.000543139	-0.000590304	-0.00060067	-0.000582598	-0.000544119	-0.000490463	-0.000427143	-0.000358855	-0.000289357	-0.000221105	-0.00015638	-9.67517e-05	-4.31805e-05	3.95436e-06	4.43083e-05	7.80915e-05	0.000105608	0.000127244	0.000143567	0.000155105	0.000162464	0.000166222	0.000166874	0.000164986	0.000161029	0.000155354	0.000148331	0.000140337	0.000131698	0.000122669	0.000113483	0.000104337	9.53634e-05	8.66892e-05	7.84118e-05	7.05791e-05	6.32421e-05	5.6432e-05	5.01451e-05	4.4386e-05	3.91477e-05	3.44007e-05
6.48873	-0.0118755	-0.0122318	-0.0121224	-0.0115765	-0.0106111	-0.00925037	-0.0075382	-0.0055642	-0.00341618	-0.00118716	0.00106419	0.00322458	0.00522361	0.00702014	0.00855467	0.00979468	0.0107159	0.0113071	0.0115605	0.011497	0.0111575	0.010582	0.00981616	0.00891369	0.00792471	0.00688763	0.0058563	0.00485977	0.00392457	0.00306989	0.0023099	0.00165386	0.00109744	0.000634412	0.000259416	-3.65342e-05	-0.0002601	-0.000418975	-0.000522678	-0.000579124	-0.000597188	-0.00058475	-0.000550724	-0.000500291	-0.000439051	-0.000371922	-0.000302858	-0.000234463	-0.000169135	-0.000108591	-5.38953e-05	-5.52799e-06	3.61405e-05	7.12231e-05	9.99895e-05	0.000122795	0.000140192	0.000152698	0.000160912	0.000165415	0.000166716	0.000165338	0.000161829	0.000156519	0.000149779	0.000141991	0.000133493	0.000124548	0.000115399	0.000106251	9.72434e-05	8.85101e-05	8.01544e-05	7.22295e-05	6.47908e-05	5.78734e-05	5.14766e-05	4.56077e-05	4.02617e-05	3.54105e-05
6.49885	-0.0117582	-0.0122006	-0.0121697	-0.0117011	-0.0108107	-0.00951733	-0.00786164	-0.00593131	-0.00381085	-0.00159741	0.000653054	0.00283122	0.00485861	0.00669415	0.00827763	0.00957386	0.0105559	0.0112098	0.011526	0.011518	0.011229	0.0106967	0.00996458	0.00908596	0.00811254	0.00708197	0.00604925	0.00504589	0.00409893	0.00322912	0.00245142	0.0017769	0.00120239	0.000722073	0.000330873	2.00636e-05	-0.000217071	-0.000387925	-0.000502031	-0.000567239	-0.000592568	-0.00058569	-0.000555879	-0.000508612	-0.000449468	-0.000383561	-0.000315025	-0.000246609	-0.000180817	-0.000119501	-6.38226e-05	-1.43609e-05	2.84876e-05	6.47505e-05	9.46597e-05	0.000118541	0.00013693	0.000150335	0.000159345	0.000164543	0.00016645	0.000165563	0.000162472	0.000157509	0.000151042	0.000143455	0.000135097	0.00012624	0.000117134	0.000107991	9.89584e-05	9.0176e-05	8.17529e-05	7.37468e-05	6.62175e-05	5.92037e-05	5.27076e-05	4.67388e-05	4.12946e-05	3.63481e-05
6.50896	-0.0116265	-0.0121547	-0.0122036	-0.0118123	-0.0109976	-0.00977298	-0.00817587	-0.00629136	-0.00420093	-0.00200524	0.000241278	0.0024345	0.00448815	0.0063607	0.0079915	0.00934263	0.0103847	0.011101	0.0114797	0.0115293	0.0112915	0.010804	0.0101072	0.00925412	0.00829782	0.00727537	0.00624252	0.0052334	0.00427551	0.00339115	0.00259614	0.00190325	0.0013106	0.000812889	0.000405288	7.94116e-05	-0.000171552	-0.000354669	-0.000479467	-0.000553733	-0.000586596	-0.000585728	-0.000560217	-0.000516335	-0.000459481	-0.000394954	-0.000327071	-0.000258737	-0.000192563	-0.000130535	-7.39121e-05	-2.33787e-05	2.06298e-05	5.80709e-05	8.91271e-05	0.000114094	0.000133488	0.000147808	0.000157633	0.000163544	0.000166071	0.000165701	0.000163035	0.000158434	0.000152254	0.000144882	0.000136675	0.000127914	0.000118859	0.000109729	0.000100677	9.18507e-05	8.33637e-05	7.5279e-05	6.7661e-05	6.0552e-05	5.39571e-05	4.78886e-05	4.2346e-05	3.73036e-05
6.51908	-0.0114804	-0.0120941	-0.0122238	-0.01191	-0.0111717	-0.010017	-0.00848054	-0.00664397	-0.00458603	-0.00241026	-0.000170536	0.00203482	0.00411263	0.00602016	0.00769656	0.00910125	0.0102023	0.0109806	0.011422	0.0115307	0.0113447	0.0109033	0.0102436	0.00941785	0.00848024	0.00746756	0.0064359	0.0054221	0.00445417	0.00355588	0.00274401	0.00203288	0.00142208	0.000906879	0.000482699	0.000141552	-0.000123497	-0.000319148	-0.000454933	-0.000538555	-0.000579225	-0.000584731	-0.000563703	-0.000523418	-0.000469055	-0.000406071	-0.000338974	-0.000270827	-0.000204358	-0.000141681	-8.41563e-05	-3.25735e-05	1.25706e-05	5.11851e-05	8.33913e-05	0.000109452	0.000129865	0.000145116	0.000155772	0.000162414	0.000165577	0.00016575	0.000163516	0.00015929	0.000153412	0.000146268	0.000138224	0.000129571	0.000120575	0.000111465	0.0001024	9.35334e-05	8.49862e-05	7.68257e-05	6.91209e-05	6.1918e-05	5.5225e-05	4.90571e-05	4.34158e-05	3.82771e-05
6.52919	-0.0113201	-0.0120188	-0.0122305	-0.0119942	-0.0113328	-0.0102492	-0.00877534	-0.00698877	-0.00496576	-0.00281209	-0.000581759	0.00163265	0.00373249	0.0056729	0.00739314	0.00884998	0.0100089	0.0108487	0.0113528	0.0115225	0.0113886	0.0109946	0.0103736	0.00957685	0.00865951	0.00765826	0.00662914	0.00561179	0.00463474	0.00372321	0.00289495	0.00216578	0.00153683	0.00100406	0.000563137	0.000206501	-7.28595e-05	-0.00028132	-0.000428374	-0.00052165	-0.000570406	-0.000582547	-0.000566299	-0.000529819	-0.000478153	-0.000416883	-0.000350708	-0.000282861	-0.000216186	-0.000152928	-9.45469e-05	-4.19446e-05	4.31287e-06	4.40944e-05	7.74518e-05	0.000104614	0.000126058	0.000142256	0.00015376	0.00016115	0.000164964	0.0001657	0.000163913	0.000160076	0.000154513	0.000147612	0.000139742	0.000131206	0.000122279	0.000113196	0.000104124	9.5223e-05	8.66195e-05	7.83863e-05	7.05968e-05	6.33014e-05	5.65112e-05	5.02441e-05	4.45041e-05	3.92687e-05
6.53931	-0.0111457	-0.0119286	-0.0122236	-0.0120649	-0.0114807	-0.0104693	-0.00905992	-0.00732538	-0.00533974	-0.00321031	-0.000991827	0.00122846	0.00334814	0.00531931	0.00708156	0.00858909	0.00980482	0.0107053	0.0112722	0.0115038	0.0114229	0.0110774	0.0104968	0.00973081	0.00883532	0.00784717	0.00682201	0.00580228	0.00481708	0.00389302	0.00304889	0.00230192	0.00165483	0.00110444	0.000646633	0.00027429	-1.95943e-05	-0.000241139	-0.000399737	-0.000502965	-0.000560089	-0.000579112	-0.000567997	-0.000535499	-0.000486738	-0.00042736	-0.000362248	-0.000294817	-0.000228032	-0.000164262	-0.000105075	-5.14856e-05	-4.14208e-06	3.68003e-05	7.13089e-05	9.95799e-05	0.000122066	0.000139225	0.000151594	0.000159748	0.00016423	0.000165549	0.000164223	0.000160788	0.000155555	0.00014891	0.000141227	0.00013282	0.00012397	0.000114922	0.000105849	9.69187e-05	8.8263e-05	7.99602e-05	7.20883e-05	6.47019e-05	5.78154e-05	5.14497e-05	4.56109e-05	4.02784e-05
6.54942	-0.0109574	-0.0118238	-0.0122023	-0.0121221	-0.0116153	-0.0106771	-0.00933393	-0.00765345	-0.00570758	-0.00360452	-0.00140015	0.000822687	0.00295999	0.00495977	0.00676217	0.00831885	0.00959013	0.0105507	0.01118	0.0114739	0.0114478	0.0111517	0.0106128	0.00987945	0.00900736	0.00803401	0.00701426	0.00599334	0.005001	0.00406517	0.00320574	0.00244128	0.00177608	0.00120803	0.000733212	0.000344933	3.63482e-05	-0.000198555	-0.00036897	-0.000482447	-0.000548221	-0.000574377	-0.000568794	-0.000540413	-0.000494772	-0.000437468	-0.000373568	-0.000306674	-0.000239876	-0.00017567	-0.000115731	-6.11908e-05	-1.27847e-05	2.9305e-05	6.49629e-05	9.43479e-05	0.000117887	0.000136022	0.000149271	0.000158207	0.000163374	0.00016529	0.000164448	0.000161424	0.000156535	0.00015016	0.000142677	0.000134408	0.000125646	0.00011664	0.000107574	9.86194e-05	8.99159e-05	8.15468e-05	7.3595e-05	6.61194e-05	5.91376e-05	5.26736e-05	4.67362e-05	4.13063e-05
6.55954	-0.0107554	-0.0117045	-0.0121665	-0.0121659	-0.0117366	-0.0108723	-0.00959703	-0.00797263	-0.00606891	-0.00399433	-0.00180634	0.000415924	0.00256848	0.00459469	0.00643531	0.00803956	0.00936508	0.0103847	0.0110764	0.0114322	0.0114629	0.011217	0.0107215	0.0100224	0.00917532	0.00821847	0.00720563	0.00618476	0.00518633	0.00423953	0.0033654	0.0025838	0.00190057	0.00131484	0.000822897	0.000418496	9.50083e-05	-0.000153518	-0.000336019	-0.000460041	-0.00053475	-0.000568315	-0.000568675	-0.000544525	-0.000502213	-0.000447176	-0.00038464	-0.000318409	-0.000251701	-0.000187139	-0.000126504	-7.10534e-05	-2.16078e-05	2.16106e-05	5.84145e-05	8.89176e-05	0.000113519	0.000132643	0.000146788	0.000156523	0.00016239	0.000164919	0.000164586	0.000161981	0.000157451	0.000151359	0.000144089	0.000135971	0.000127305	0.00011835	0.000109297	0.000100324	9.15773e-05	8.31454e-05	7.51164e-05	6.75533e-05	6.04775e-05	5.39159e-05	4.788e-05	4.23525e-05
6.56965	-0.0105398	-0.0115709	-0.012116	-0.0121963	-0.0118444	-0.0110549	-0.00984891	-0.00828257	-0.00642334	-0.00437937	-0.00221001	8.73187e-06	0.00217404	0.00422446	0.00610134	0.0077515	0.00912991	0.0102077	0.0109613	0.0113791	0.0114682	0.0112733	0.0108225	0.0101595	0.0093389	0.00840026	0.00739586	0.00637631	0.0053729	0.00441597	0.00352778	0.00272943	0.00202828	0.00142485	0.000915706	0.000495008	0.000156439	-0.000105979	-0.000300815	-0.000435695	-0.000519624	-0.000560873	-0.00056753	-0.000547796	-0.000509022	-0.000456449	-0.000395435	-0.000329999	-0.000263487	-0.000198653	-0.000137384	-8.10659e-05	-3.06042e-05	1.37202e-05	5.16649e-05	8.32889e-05	0.000108961	0.000129086	0.000144142	0.000154693	0.000161278	0.000164434	0.000164636	0.000162458	0.000158299	0.000152505	0.000145461	0.000137504	0.000128945	0.00012005	0.000111017	0.000102032	9.32464e-05	8.47554e-05	7.66519e-05	6.90034e-05	6.18348e-05	5.51763e-05	4.90421e-05	4.34169e-05
6.57977	-0.0103108	-0.011423	-0.0120509	-0.0122132	-0.0119387	-0.0112246	-0.0100893	-0.00858293	-0.00677051	-0.00475924	-0.00261077	-0.000398311	0.00177707	0.00384952	0.00576062	0.00745497	0.00888487	0.0100198	0.0108348	0.0113146	0.011464	0.0113203	0.0109155	0.0102903	0.00949779	0.00857906	0.00758469	0.00656775	0.0055605	0.00459433	0.00369276	0.00287811	0.00215919	0.00153808	0.00101165	0.000574505	0.000220645	-5.58944e-05	-0.000263333	-0.000409355	-0.000502789	-0.000552005	-0.000565198	-0.000550187	-0.000515158	-0.000465251	-0.000405926	-0.000341419	-0.000275214	-0.000210197	-0.000148359	-9.122e-05	-3.97715e-05	5.63705e-06	4.47153e-05	7.74613e-05	0.000104212	0.00012535	0.000141332	0.000152715	0.000160034	0.000163834	0.000164589	0.000162851	0.000159076	0.000153594	0.00014679	0.000139007	0.000130565	0.000121738	0.000112733	0.000103741	9.49223e-05	8.63761e-05	7.8201e-05	7.04693e-05	6.32093e-05	5.64548e-05	5.02227e-05	4.44996e-05
