Time WG WG 
      8.788235  0.000021  0.000000 
      8.800000  0.000022  0.000000 
      8.811765  0.000023  0.000000 
      8.823529  0.000023  0.000000 
      8.834559  0.000024  0.000000 
      8.845588  0.000025  0.000000 
      8.856618  0.000025  0.000000 
      8.867647  0.000026  0.000000 
      8.878676  0.000027  0.000000 
      8.889706  0.000027  0.000000 
      8.900735  0.000028  0.000000 
      8.911765  0.000029  0.000000 
      8.922794  0.000029  0.000000 
      8.933824  0.000030  0.000000 
      8.944853  0.000031  0.000000 
      8.955882  0.000032  0.000000 
      8.966912  0.000033  0.000000 
      8.977941  0.000033  0.000000 
      8.988971  0.000034  0.000000 
      9.000000  0.000035  0.000000 
      9.011111  0.000036  0.000000 
      9.022222  0.000037  0.000000 
      9.033333  0.000038  0.000000 
      9.044444  0.000038  0.000000 
      9.055556  0.000039  0.000000 
      9.066667  0.000040  0.000000 
      9.077778  0.000041  0.000000 
      9.088889  0.000042  0.000000 
      9.100000  0.000043  0.000000 
      9.111111  0.000044  0.000000 
      9.122222  0.000045  0.000000 
      9.133333  0.000046  0.000000 
      9.144444  0.000047  0.000000 
      9.155556  0.000048  0.000000 
      9.166667  0.000049  0.000000 
      9.177778  0.000050  0.000000 
      9.188889  0.000051  0.000000 
      9.200000  0.000052  0.000000 
      9.211111  0.000053  0.000000 
      9.222917  0.000055  0.000000 
      9.233984  0.000056  0.000000 
      9.245052  0.000057  0.000000 
      9.256120  0.000058  0.000000 
      9.267188  0.000059  0.000000 
      9.278255  0.000060  0.000000 
      9.289323  0.000062  0.000000 
      9.300391  0.000063  0.000000 
      9.311458  0.000064  0.000000 
      9.322526  0.000065  0.000000 
      9.333594  0.000066  0.000000 
      9.344661  0.000068  0.000000 
      9.355729  0.000069  0.000000 
      9.366797  0.000070  0.000000 
      9.377865  0.000071  0.000000 
      9.388932  0.000072  0.000000 
      9.400000  0.000074  0.000000 
      9.411765  0.000075  0.000000 
      9.422837  0.000076  0.000000 
      9.433910  0.000078  0.000000 
      9.444983  0.000079  0.000000 
      9.456055  0.000080  0.000000 
      9.467128  0.000081  0.000000 
      9.478201  0.000083  0.000000 
      9.489273  0.000084  0.000000 
      9.500346  0.000085  0.000000 
      9.511419  0.000087  0.000000 
      9.522491  0.000088  0.000000 
      9.533564  0.000089  0.000000 
      9.544637  0.000090  0.000000 
      9.555709  0.000092  0.000000 
      9.566782  0.000093  0.000000 
      9.577855  0.000094  0.000000 
      9.588927  0.000095  0.000000 
      9.600000  0.000097  0.000000 
      9.611765  0.000098  0.000000 
      9.623529  0.000099  0.000000 
      9.635294  0.000101  0.000000 
      9.647059  0.000102  0.000000 
      9.658824  0.000103  0.000000 
      9.670588  0.000104  0.000000 
      9.682353  0.000106  0.000000 
      9.694118  0.000107  0.000000 
      9.705882  0.000108  0.000000 
      9.717647  0.000109  0.000000 
      9.729412  0.000110  0.000000 
      9.741176  0.000112  0.000000 
      9.752941  0.000113  0.000000 
      9.764706  0.000114  0.000000 
      9.776471  0.000115  0.000000 
      9.788235  0.000116  0.000000 
      9.800000  0.000117  0.000000 
      9.811765  0.000117  0.000000 
      9.823529  0.000118  0.000000 
      9.835294  0.000119  0.000000 
      9.847059  0.000120  0.000000 
      9.858824  0.000121  0.000000 
      9.870588  0.000121  0.000000 
      9.882353  0.000122  0.000000 
      9.894118  0.000123  0.000000 
      9.905882  0.000123  0.000000 
      9.917647  0.000124  0.000000 
      9.929412  0.000124  0.000000 
      9.941176  0.000125  0.000000 
      9.952941  0.000125  0.000000 
      9.964706  0.000126  0.000000 
      9.976471  0.000126  0.000000 
      9.988235  0.000126  0.000000 
     10.000000  0.000127  0.000000 
     10.012500  0.000127  0.000000 
     10.025000  0.000127  0.000000 
     10.037500  0.000127  0.000000 
     10.050000  0.000128  0.000000 
     10.062500  0.000128  0.000000 
     10.075000  0.000128  0.000000 
     10.087500  0.000127  0.000000 
     10.100000  0.000127  0.000000 
     10.112500  0.000127  0.000000 
     10.125000  0.000127  0.000000 
     10.137500  0.000127  0.000000 
     10.150000  0.000127  0.000000 
     10.162500  0.000127  0.000000 
     10.175000  0.000126  0.000000 
     10.187500  0.000126  0.000000 
     10.200000  0.000126  0.000000 
     10.212500  0.000125  0.000000 
     10.225000  0.000125  0.000000 
     10.237500  0.000125  0.000000 
     10.250000  0.000124  0.000000 
     10.262500  0.000124  0.000000 
     10.275000  0.000123  0.000000 
     10.287500  0.000123  0.000000 
     10.300000  0.000122  0.000000 
     10.312500  0.000121  0.000000 
     10.325000  0.000121  0.000000 
     10.337500  0.000120  0.000000 
     10.350000  0.000119  0.000000 
     10.362500  0.000119  0.000000 
     10.375000  0.000118  0.000000 
     10.387500  0.000117  0.000000 
     10.400000  0.000116  0.000000 
     10.412500  0.000116  0.000000 
     10.425000  0.000115  0.000000 
     10.436667  0.000114  0.000000 
     10.448333  0.000114  0.000000 
     10.460000  0.000113  0.000000 
     10.471667  0.000112  0.000000 
     10.483333  0.000112  0.000000 
     10.495000  0.000111  0.000000 
     10.506667  0.000111  0.000000 
     10.518333  0.000110  0.000000 
     10.530000  0.000110  0.000000 
     10.541667  0.000110  0.000000 
     10.553333  0.000109  0.000000 
     10.565000  0.000109  0.000000 
     10.576667  0.000109  0.000000 
     10.588333  0.000109  0.000000 
     10.600000  0.000110  0.000000 
     10.611765  0.000110  0.000000 
     10.623529  0.000110  0.000000 
     10.635294  0.000111  0.000000 
     10.647059  0.000112  0.000000 
     10.658824  0.000113  0.000000 
     10.670588  0.000114  0.000000 
     10.682353  0.000115  0.000000 
     10.694118  0.000117  0.000000 
     10.705882  0.000119  0.000000 
     10.717647  0.000121  0.000000 
     10.729412  0.000123  0.000000 
     10.741176  0.000126  0.000000 
     10.752941  0.000129  0.000000 
     10.764706  0.000132  0.000000 
     10.776471  0.000136  0.000000 
     10.788235  0.000140  0.000000 
     10.800000  0.000144  0.000000 
     10.811111  0.000149  0.000000 
     10.822222  0.000153  0.000000 
     10.833333  0.000159  0.000000 
     10.844444  0.000164  0.000000 
     10.855556  0.000170  0.000000 
     10.866667  0.000177  0.000000 
     10.877778  0.000183  0.000000 
     10.888889  0.000191  0.000000 
     10.900000  0.000198  0.000000 
     10.911111  0.000207  0.000000 
     10.922222  0.000215  0.000000 
     10.933333  0.000225  0.000000 
     10.944444  0.000235  0.000000 
     10.955556  0.000245  0.000000 
     10.966667  0.000256  0.000000 
     10.977778  0.000268  0.000000 
     10.988889  0.000280  0.000000 
     11.000000  0.000293  0.000000 
     11.011111  0.000306  0.000000 
     11.022222  0.000321  0.000000 
     11.033333  0.000336  0.000000 
     11.044444  0.000351  0.000000 
     11.055556  0.000368  0.000000 
     11.066667  0.000385  0.000000 
     11.077778  0.000403  0.000000 
     11.088889  0.000422  0.000000 
     11.100000  0.000442  0.000000 
     11.111111  0.000462  0.000000 
     11.122222  0.000484  0.000000 
     11.133333  0.000506  0.000000 
     11.144444  0.000529  0.000000 
     11.155556  0.000553  0.000000 
     11.166667  0.000578  0.000000 
     11.177778  0.000604  0.000000 
     11.188889  0.000631  0.000000 
     11.200000  0.000660  0.000000 
     11.211111  0.000689  0.000000 
     11.222222  0.000719  0.000000 
     11.233333  0.000750  0.000000 
     11.244444  0.000783  0.000000 
     11.255556  0.000816  0.000000 
     11.266667  0.000851  0.000000 
     11.277778  0.000886  0.000000 
     11.288889  0.000923  0.000000 
     11.300000  0.000961  0.000000 
     11.311111  0.001001  0.000000 
     11.322222  0.001041  0.000000 
     11.333333  0.001083  0.000000 
     11.344444  0.001126  0.000000 
     11.355556  0.001170  0.000000 
     11.366667  0.001215  0.000000 
     11.377778  0.001262  0.000000 
     11.388889  0.001310  0.000000 
     11.400000  0.001360  0.000000 
     11.411111  0.001410  0.000000 
     11.422222  0.001462  0.000000 
     11.433333  0.001515  0.000000 
     11.444444  0.001570  0.000000 
     11.455556  0.001626  0.000000 
     11.466667  0.001683  0.000000 
     11.477778  0.001741  0.000000 
     11.488889  0.001801  0.000000 
     11.500000  0.001862  0.000000 
     11.511111  0.001924  0.000000 
     11.522222  0.001988  0.000000 
     11.533333  0.002053  0.000000 
     11.544444  0.002119  0.000000 
     11.555556  0.002186  0.000000 
     11.566667  0.002255  0.000000 
     11.577778  0.002325  0.000000 
     11.588889  0.002396  0.000000 
     11.600000  0.002468  0.000000 
     11.611111  0.002542  0.000000 
     11.622222  0.002617  0.000000 
     11.633333  0.002692  0.000000 
     11.644444  0.002769  0.000000 
     11.655556  0.002847  0.000000 
     11.666667  0.002926  0.000000 
     11.677778  0.003006  0.000000 
     11.688889  0.003086  0.000000 
     11.700000  0.003168  0.000000 
     11.711111  0.003251  0.000000 
     11.720988  0.003325  0.000000 
     11.730864  0.003400  0.000000 
     11.740741  0.003475  0.000000 
     11.750617  0.003551  0.000000 
     11.760494  0.003627  0.000000 
     11.770370  0.003704  0.000000 
     11.780247  0.003781  0.000000 
     11.790123  0.003858  0.000000 
     11.800000  0.003936  0.000000 
     11.810526  0.004019  0.000000 
     11.821672  0.004107  0.000000 
     11.832817  0.004196  0.000000 
     11.843963  0.004285  0.000000 
     11.855108  0.004374  0.000000 
     11.866254  0.004463  0.000000 
     11.877399  0.004551  0.000000 
     11.888545  0.004640  0.000000 
     11.899690  0.004727  0.000000 
     11.910836  0.004815  0.000000 
     11.921981  0.004901  0.000000 
     11.933127  0.004987  0.000000 
     11.944272  0.005073  0.000000 
     11.955418  0.005158  0.000000 
     11.966563  0.005243  0.000000 
     11.974923  0.005306  0.000000 
     11.983282  0.005369  0.000000 
     11.991641  0.005431  0.000000 
     12.000000  0.005491  0.000000 
     12.009091  0.005554  0.000000 
     12.019139  0.005622  0.000000 
     12.029778  0.005693  0.000000 
     12.041126  0.005767  0.000000 
     12.052474  0.005832  0.000000 
     12.063822  0.005897  0.000000 
     12.075170  0.005961  0.000000 
     12.086518  0.006028  0.000000 
     12.097867  0.006084  0.000000 
     12.109215  0.006139  0.000000 
     12.120563  0.006191  0.000000 
     12.131911  0.006242  0.000000 
     12.143259  0.006290  0.000000 
     12.154607  0.006334  0.000000 
     12.165956  0.006383  0.000000 
     12.177304  0.006420  0.000000 
     12.188652  0.006455  0.000000 
     12.200000  0.006487  0.000000 
     12.211111  0.006515  0.000000 
     12.222222  0.006539  0.000000 
     12.233333  0.006560  0.000000 
     12.244444  0.006578  0.000000 
     12.255556  0.006593  0.000000 
     12.266667  0.006604  0.000000 
     12.277778  0.006612  0.000000 
     12.288889  0.006627  0.000000 
     12.300000  0.006628  0.000000 
     12.311111  0.006626  0.000000 
     12.322222  0.006620  0.000000 
     12.333333  0.006610  0.000000 
     12.344444  0.006597  0.000000 
     12.355556  0.006582  0.000000 
     12.366667  0.006565  0.000000 
     12.377778  0.006546  0.000000 
     12.388889  0.006524  0.000000 
     12.400000  0.006500  0.000000 
     12.411765  0.006477  0.000000 
     12.423529  0.006449  0.000000 
     12.435294  0.006416  0.000000 
     12.447059  0.006379  0.000000 
     12.458824  0.006339  0.000000 
     12.470588  0.006294  0.000000 
     12.482353  0.006245  0.000000 
     12.494118  0.006190  0.000000 
     12.505882  0.006130  0.000000 
     12.517647  0.006065  0.000000 
     12.529412  0.005995  0.000000 
     12.541176  0.005920  0.000000 
     12.552941  0.005840  0.000000 
     12.564706  0.005754  0.000000 
     12.576471  0.005663  0.000000 
     12.588235  0.005567  0.000000 
     12.600000  0.005466  0.000000 
     12.611765  0.005360  0.000000 
     12.623529  0.005248  0.000000 
     12.635294  0.005131  0.000000 
     12.647059  0.005010  0.000000 
     12.658824  0.004883  0.000000 
     12.670588  0.004751  0.000000 
     12.682353  0.004614  0.000000 
     12.694118  0.004473  0.000000 
     12.705882  0.004327  0.000000 
     12.717647  0.004176  0.000000 
     12.729412  0.004022  0.000000 
     12.741176  0.003863  0.000000 
     12.750980  0.003727  0.000000 
     12.760784  0.003589  0.000000 
     12.770588  0.003448  0.000000 
     12.780392  0.003304  0.000000 
     12.790196  0.003158  0.000000 
     12.800000  0.003010  0.000000 
     12.810526  0.002848  0.000000 
     12.821672  0.002675  0.000000 
     12.832817  0.002499  0.000000 
     12.843963  0.002321  0.000000 
     12.855108  0.002141  0.000000 
     12.866254  0.001959  0.000000 
     12.877399  0.001776  0.000000 
     12.888545  0.001591  0.000000 
     12.899690  0.001406  0.000000 
     12.910836  0.001219  0.000000 
     12.921981  0.001031  0.000000 
     12.933127  0.000843  0.000000 
     12.944272  0.000655  0.000000 
     12.955418  0.000469  0.000000 
     12.966563  0.000282  0.000000 
     12.977709  0.000097  0.000000 
     12.988854 -0.000087  0.000000 
     12.994427 -0.000179  0.000000 
     13.000000 -0.000271  0.000000 
     13.006667 -0.000381  0.000000 
     13.014400 -0.000508  0.000000 
     13.023238 -0.000655  0.000000 
     13.033058 -0.000814  0.000000 
     13.043492 -0.000981  0.000000 
     13.054671 -0.001155  0.000000 
     13.065850 -0.001323  0.000000 
     13.077029 -0.001487  0.000000 
     13.088209 -0.001647  0.000000 
     13.099388 -0.001806  0.000000 
     13.110567 -0.001944  0.000000 
     13.121746 -0.002080  0.000000 
     13.131528 -0.002196  0.000000 
     13.141310 -0.002303  0.000000 
     13.151091 -0.002408  0.000000 
     13.160873 -0.002508  0.000000 
     13.170655 -0.002606  0.000000 
     13.180437 -0.002703  0.000000 
     13.190218 -0.002792  0.000000 
     13.200000 -0.002877  0.000000 
     13.210526 -0.002963  0.000000 
     13.221053 -0.003043  0.000000 
     13.231579 -0.003118  0.000000 
     13.242105 -0.003188  0.000000 
     13.252632 -0.003252  0.000000 
     13.263158 -0.003310  0.000000 
     13.273684 -0.003362  0.000000 
     13.284211 -0.003407  0.000000 
     13.294737 -0.003467  0.000000 
     13.305263 -0.003500  0.000000 
     13.315789 -0.003526  0.000000 
     13.326316 -0.003545  0.000000 
     13.336842 -0.003583  0.000000 
     13.347368 -0.003588  0.000000 
     13.357895 -0.003586  0.000000 
     13.368421 -0.003578  0.000000 
     13.378947 -0.003587  0.000000 
     13.389474 -0.003562  0.000000 
     13.400000 -0.003532  0.000000 
     13.410526 -0.003497  0.000000 
     13.421053 -0.003479  0.000000 
     13.431579 -0.003436  0.000000 
     13.442105 -0.003387  0.000000 
     13.452632 -0.003331  0.000000 
     13.463158 -0.003284  0.000000 
     13.473684 -0.003226  0.000000 
     13.484211 -0.003160  0.000000 
     13.494737 -0.003085  0.000000 
     13.505263 -0.003005  0.000000 
     13.515789 -0.002916  0.000000 
     13.526316 -0.002818  0.000000 
     13.536842 -0.002710  0.000000 
     13.547368 -0.002590  0.000000 
     13.557895 -0.002459  0.000000 
     13.568421 -0.002318  0.000000 
     13.578947 -0.002167  0.000000 
     13.589474 -0.002006  0.000000 
     13.600000 -0.001833  0.000000 
     13.611111 -0.001638  0.000000 
     13.621605 -0.001443  0.000000 
     13.632099 -0.001235  0.000000 
     13.642593 -0.001017  0.000000 
     13.653086 -0.000787  0.000000 
     13.663580 -0.000545  0.000000 
     13.674074 -0.000291  0.000000 
     13.684568 -0.000025  0.000000 
     13.695062  0.000253  0.000000 
     13.705556  0.000542  0.000000 
     13.716049  0.000844  0.000000 
     13.726543  0.001157  0.000000 
     13.737037  0.001483  0.000000 
     13.747531  0.001820  0.000000 
     13.758025  0.002170  0.000000 
     13.768519  0.002530  0.000000 
     13.779012  0.002902  0.000000 
     13.789506  0.003285  0.000000 
     13.800000  0.003679  0.000000 
     13.810526  0.004086  0.000000 
     13.821053  0.004503  0.000000 
     13.831579  0.004931  0.000000 
     13.842105  0.005369  0.000000 
     13.852632  0.005816  0.000000 
     13.863158  0.006273  0.000000 
     13.873684  0.006738  0.000000 
     13.884211  0.007212  0.000000 
     13.894737  0.007692  0.000000 
     13.905263  0.008178  0.000000 
     13.915789  0.008670  0.000000 
     13.926316  0.009167  0.000000 
     13.936842  0.009669  0.000000 
     13.947368  0.010177  0.000000 
     13.957895  0.010689  0.000000 
     13.968421  0.011210  0.000000 
     13.978947  0.011730  0.000000 
     13.989474  0.012251  0.000000 
     14.000000  0.012771  0.000000 
     14.010526  0.013283  0.000000 
     14.021672  0.013816  0.000000 
     14.032817  0.014344  0.000000 
     14.043266  0.014832  0.000000 
     14.054462  0.015318  0.000000 
     14.065657  0.015800  0.000000 
     14.075991  0.016234  0.000000 
     14.086325  0.016658  0.000000 
     14.096659  0.017061  0.000000 
     14.106993  0.017452  0.000000 
     14.117327  0.017828  0.000000 
     14.127661  0.018191  0.000000 
     14.137995  0.018546  0.000000 
     14.148330  0.018879  0.000000 
     14.158664  0.019194  0.000000 
     14.168998  0.019490  0.000000 
     14.179332  0.019764  0.000000 
     14.189666  0.020023  0.000000 
     14.200000  0.020263  0.000000 
     14.211111  0.020504  0.000000 
     14.222222  0.020723  0.000000 
     14.233333  0.020916  0.000000 
     14.244444  0.021087  0.000000 
     14.255556  0.021233  0.000000 
     14.266667  0.021353  0.000000 
     14.276923  0.021437  0.000000 
     14.287179  0.021500  0.000000 
     14.297436  0.021542  0.000000 
     14.307692  0.021568  0.000000 
     14.317949  0.021569  0.000000 
     14.328205  0.021551  0.000000 
     14.338462  0.021514  0.000000 
     14.348718  0.021450  0.000000 
     14.358974  0.021375  0.000000 
     14.369231  0.021287  0.000000 
     14.379487  0.021182  0.000000 
     14.389744  0.021076  0.000000 
     14.400000  0.020954  0.000000 
     14.411111  0.020808  0.000000 
     14.422222  0.020640  0.000000 
     14.433333  0.020486  0.000000 
     14.444444  0.020305  0.000000 
     14.455556  0.020098  0.000000 
     14.466667  0.019865  0.000000 
     14.477778  0.019619  0.000000 
     14.488889  0.019345  0.000000 
     14.500000  0.019045  0.000000 
     14.511111  0.018719  0.000000 
     14.522222  0.018356  0.000000 
     14.533333  0.017970  0.000000 
     14.544444  0.017558  0.000000 
     14.555556  0.017124  0.000000 
     14.566667  0.016664  0.000000 
     14.577778  0.016178  0.000000 
     14.588889  0.015667  0.000000 
     14.600000  0.015132  0.000000 
     14.611111  0.014576  0.000000 
     14.622222  0.013999  0.000000 
     14.633333  0.013401  0.000000 
     14.644444  0.012784  0.000000 
     14.655556  0.012146  0.000000 
     14.666667  0.011492  0.000000 
     14.677778  0.010821  0.000000 
     14.688889  0.010136  0.000000 
     14.700000  0.009438  0.000000 
     14.711111  0.008725  0.000000 
     14.722222  0.008003  0.000000 
     14.733333  0.007270  0.000000 
     14.744444  0.006528  0.000000 
     14.755556  0.005778  0.000000 
     14.766667  0.005022  0.000000 
     14.777778  0.004261  0.000000 
     14.788889  0.003497  0.000000 
     14.800000  0.002728  0.000000 
     14.811765  0.001913  0.000000 
     14.823529  0.001097  0.000000 
     14.834559  0.000333  0.000000 
     14.845588 -0.000429  0.000000 
     14.856618 -0.001188  0.000000 
     14.867647 -0.001944  0.000000 
     14.878676 -0.002694  0.000000 
     14.889706 -0.003438  0.000000 
     14.900735 -0.004177  0.000000 
     14.911765 -0.004908  0.000000 
     14.922794 -0.005633  0.000000 
     14.933824 -0.006350  0.000000 
     14.944853 -0.007057  0.000000 
     14.955882 -0.007757  0.000000 
     14.966912 -0.008444  0.000000 
     14.977941 -0.009119  0.000000 
     14.988971 -0.009783  0.000000 
     15.000000 -0.010430  0.000000 
     15.011111 -0.011068  0.000000 
     15.022222 -0.011693  0.000000 
     15.033333 -0.012302  0.000000 
     15.044444 -0.012902  0.000000 
     15.055556 -0.013489  0.000000 
     15.066667 -0.014065  0.000000 
     15.077778 -0.014635  0.000000 
     15.088889 -0.015184  0.000000 
     15.100000 -0.015714  0.000000 
     15.111111 -0.016217  0.000000 
     15.122222 -0.016689  0.000000 
     15.133333 -0.017146  0.000000 
     15.144444 -0.017586  0.000000 
     15.155556 -0.017944  0.000000 
     15.166667 -0.018302  0.000000 
     15.177778 -0.018657  0.000000 
     15.188889 -0.019003  0.000000 
     15.200000 -0.019308  0.000000 
     15.211111 -0.019603  0.000000 
     15.222222 -0.019885  0.000000 
     15.233333 -0.020211  0.000000 
     15.244444 -0.020483  0.000000 
     15.255556 -0.020724  0.000000 
     15.265873 -0.020928  0.000000 
     15.276190 -0.021167  0.000000 
     15.286508 -0.021339  0.000000 
     15.296825 -0.021505  0.000000 
     15.307143 -0.021657  0.000000 
     15.317460 -0.021797  0.000000 
     15.327778 -0.021920  0.000000 
     15.338095 -0.022031  0.000000 
     15.348413 -0.022129  0.000000 
     15.358730 -0.022212  0.000000 
     15.369048 -0.022284  0.000000 
     15.379365 -0.022342  0.000000 
     15.389683 -0.022387  0.000000 
     15.400000 -0.022477  0.000000 
     15.410526 -0.022497  0.000000 
     15.421053 -0.022505  0.000000 
     15.431579 -0.022499  0.000000 
     15.442105 -0.022531  0.000000 
     15.452632 -0.022493  0.000000 
     15.463158 -0.022447  0.000000 
     15.473684 -0.022391  0.000000 
     15.484211 -0.022334  0.000000 
     15.494737 -0.022266  0.000000 
     15.505263 -0.022187  0.000000 
     15.515789 -0.022095  0.000000 
     15.526316 -0.022014  0.000000 
     15.536842 -0.021916  0.000000 
     15.547368 -0.021801  0.000000 
     15.557895 -0.021670  0.000000 
     15.568421 -0.021531  0.000000 
     15.578947 -0.021374  0.000000 
     15.589474 -0.021200  0.000000 
     15.600000 -0.021008  0.000000 
     15.610526 -0.020793  0.000000 
     15.621053 -0.020558  0.000000 
     15.631579 -0.020304  0.000000 
     15.642105 -0.020031  0.000000 
     15.652632 -0.019740  0.000000 
     15.663158 -0.019427  0.000000 
     15.673684 -0.019092  0.000000 
     15.684211 -0.018734  0.000000 
     15.694737 -0.018354  0.000000 
     15.705263 -0.017953  0.000000 
     15.715789 -0.017528  0.000000 
     15.726316 -0.017081  0.000000 
     15.736842 -0.016609  0.000000 
     15.747368 -0.016113  0.000000 
     15.757895 -0.015592  0.000000 
     15.768421 -0.015046  0.000000 
     15.778947 -0.014476  0.000000 
     15.789474 -0.013881  0.000000 
     15.800000 -0.013262  0.000000 
     15.810526 -0.012616  0.000000 
     15.821053 -0.011943  0.000000 
     15.831579 -0.011245  0.000000 
     15.842105 -0.010522  0.000000 
     15.852632 -0.009773  0.000000 
     15.863158 -0.008998  0.000000 
     15.873684 -0.008198  0.000000 
     15.884211 -0.007371  0.000000 
     15.894737 -0.006519  0.000000 
     15.905263 -0.005644  0.000000 
     15.915789 -0.004744  0.000000 
     15.926316 -0.003823  0.000000 
     15.936842 -0.002881  0.000000 
     15.947368 -0.001918  0.000000 
     15.957895 -0.000936  0.000000 
     15.968421  0.000066  0.000000 
     15.978947  0.001087  0.000000 
     15.989474  0.002126  0.000000 
     16.000000  0.003189  0.000000 
     16.010526  0.004266  0.000000 
     16.021053  0.005354  0.000000 
     16.031579  0.006452  0.000000 
     16.042105  0.007551  0.000000 
     16.052632  0.008651  0.000000 
     16.063158  0.009750  0.000000 
     16.073684  0.010844  0.000000 
     16.084211  0.011945  0.000000 
     16.094737  0.012997  0.000000 
     16.105263  0.014033  0.000000 
     16.115789  0.015051  0.000000 
     16.125146  0.016000  0.000000 
     16.134503  0.016850  0.000000 
     16.143860  0.017678  0.000000 
     16.153216  0.018481  0.000000 
     16.162573  0.019260  0.000000 
     16.171930  0.020135  0.000000 
     16.181287  0.020863  0.000000 
     16.190643  0.021559  0.000000 
     16.200000  0.022223  0.000000 
     16.210000  0.022906  0.000000 
     16.220556  0.023592  0.000000 
     16.231111  0.024237  0.000000 
     16.241667  0.024838  0.000000 
     16.252222  0.025392  0.000000 
     16.262778  0.025902  0.000000 
     16.273333  0.026362  0.000000 
     16.283889  0.026774  0.000000 
     16.294444  0.027137  0.000000 
     16.305000  0.027448  0.000000 
     16.315556  0.027714  0.000000 
     16.326111  0.027929  0.000000 
     16.336667  0.028097  0.000000 
     16.347222  0.028216  0.000000 
     16.357778  0.028299  0.000000 
     16.368333  0.028326  0.000000 
     16.378889  0.028309  0.000000 
     16.389444  0.028251  0.000000 
     16.400000  0.028131  0.000000 
     16.410526  0.027988  0.000000 
     16.421053  0.027813  0.000000 
     16.431579  0.027605  0.000000 
     16.442105  0.027393  0.000000 
     16.452632  0.027150  0.000000 
     16.463158  0.026873  0.000000 
     16.473684  0.026558  0.000000 
     16.484211  0.026278  0.000000 
     16.494737  0.025953  0.000000 
     16.505263  0.025580  0.000000 
     16.515789  0.025162  0.000000 
     16.526316  0.024725  0.000000 
     16.536842  0.024241  0.000000 
     16.547368  0.023714  0.000000 
     16.557895  0.023143  0.000000 
     16.568421  0.022529  0.000000 
     16.578947  0.021853  0.000000 
     16.589474  0.021142  0.000000 
     16.600000  0.020391  0.000000 
     16.611111  0.019560  0.000000 
     16.622222  0.018697  0.000000 
     16.633333  0.017790  0.000000 
     16.644444  0.016845  0.000000 
     16.655556  0.015870  0.000000 
     16.666667  0.014862  0.000000 
     16.677778  0.013833  0.000000 
     16.687963  0.012866  0.000000 
     16.698148  0.011885  0.000000 
     16.708333  0.010888  0.000000 
     16.718519  0.009873  0.000000 
     16.728704  0.008848  0.000000 
     16.738889  0.007814  0.000000 
     16.749074  0.006771  0.000000 
     16.759259  0.005727  0.000000 
     16.769444  0.004678  0.000000 
     16.779630  0.003628  0.000000 
     16.789815  0.002578  0.000000 
     16.800000  0.001529  0.000000 
     16.811111  0.000392  0.000000 
     16.822222 -0.000738  0.000000 
     16.833333 -0.001859  0.000000 
     16.844444 -0.002968  0.000000 
     16.855556 -0.004064  0.000000 
     16.866667 -0.005148  0.000000 
     16.877778 -0.006215  0.000000 
     16.888889 -0.007268  0.000000 
     16.900000 -0.008302  0.000000 
     16.911111 -0.009317  0.000000 
     16.922222 -0.010316  0.000000 
     16.933333 -0.011289  0.000000 
     16.944444 -0.012240  0.000000 
     16.955556 -0.013168  0.000000 
     16.966667 -0.014063  0.000000 
     16.977778 -0.014935  0.000000 
     16.988889 -0.015783  0.000000 
     17.000000 -0.016605  0.000000 
     17.011111 -0.017397  0.000000 
     17.022222 -0.018173  0.000000 
     17.033333 -0.018926  0.000000 
     17.044444 -0.019678  0.000000 
     17.055556 -0.020390  0.000000 
     17.066667 -0.021071  0.000000 
     17.077778 -0.021710  0.000000 
     17.088889 -0.022295  0.000000 
     17.100000 -0.022858  0.000000 
     17.111111 -0.023396  0.000000 
     17.122222 -0.023802  0.000000 
     17.133333 -0.024214  0.000000 
     17.144444 -0.024625  0.000000 
     17.155556 -0.025026  0.000000 
     17.166667 -0.025368  0.000000 
     17.177778 -0.025698  0.000000 
     17.188889 -0.026013  0.000000 
     17.200000 -0.026316  0.000000 
     17.211111 -0.026672  0.000000 
     17.222222 -0.026973  0.000000 
     17.233333 -0.027229  0.000000 
     17.244444 -0.027461  0.000000 
     17.255556 -0.027661  0.000000 
     17.266667 -0.027861  0.000000 
     17.276923 -0.028025  0.000000 
     17.287179 -0.028173  0.000000 
     17.298462 -0.028329  0.000000 
     17.309744 -0.028461  0.000000 
     17.319772 -0.028560  0.000000 
     17.329801 -0.028646  0.000000 
     17.339829 -0.028722  0.000000 
     17.349858 -0.028783  0.000000 
     17.359886 -0.028833  0.000000 
     17.369915 -0.028870  0.000000 
     17.379943 -0.028898  0.000000 
     17.389972 -0.028912  0.000000 
     17.400000 -0.028915  0.000000 
     17.410526 -0.028907  0.000000 
     17.421053 -0.028882  0.000000 
     17.431579 -0.028849  0.000000 
     17.442105 -0.028806  0.000000 
     17.452632 -0.028753  0.000000 
     17.463158 -0.028697  0.000000 
     17.473684 -0.028631  0.000000 
     17.484211 -0.028553  0.000000 
     17.494737 -0.028464  0.000000 
     17.505263 -0.028383  0.000000 
     17.515789 -0.028287  0.000000 
     17.526316 -0.028175  0.000000 
     17.536842 -0.028048  0.000000 
     17.547368 -0.027914  0.000000 
     17.557895 -0.027763  0.000000 
     17.568421 -0.027596  0.000000 
     17.578947 -0.027412  0.000000 
     17.589474 -0.027206  0.000000 
     17.600000 -0.026985  0.000000 
     17.610526 -0.026746  0.000000 
