Time WG WG 
      2.742857  0.000000  0.000000 
      2.752381  0.000000  0.000000 
      2.761905  0.000000  0.000000 
      2.771429  0.000000  0.000000 
      2.780952  0.000000  0.000000 
      2.790476  0.000000  0.000000 
      2.800000  0.000000  0.000000 
      2.810000  0.000000  0.000000 
      2.820000  0.000000  0.000000 
      2.829474  0.000000  0.000000 
      2.838947  0.000000  0.000000 
      2.848421  0.000000  0.000000 
      2.857895  0.000000  0.000000 
      2.867368  0.000000  0.000000 
      2.876842  0.000000  0.000000 
      2.886316  0.000000  0.000000 
      2.895789  0.000000  0.000000 
      2.905263  0.000000  0.000000 
      2.914737  0.000000  0.000000 
      2.924211  0.000000  0.000000 
      2.933684  0.000000  0.000000 
      2.943158  0.000000  0.000000 
      2.952632  0.000000  0.000000 
      2.962105  0.000000  0.000000 
      2.971579  0.000000  0.000000 
      2.981053  0.000000  0.000000 
      2.990526  0.000000  0.000000 
      3.000000  0.000000  0.000000 
      3.009524  0.000000  0.000000 
      3.019048  0.000000  0.000000 
      3.028571  0.000000  0.000000 
      3.038095  0.000000  0.000000 
      3.047619  0.000000  0.000000 
      3.057143  0.000000  0.000000 
      3.066667  0.000000  0.000000 
      3.076190  0.000000  0.000000 
      3.085714  0.000000  0.000000 
      3.095238  0.000000  0.000000 
      3.104762  0.000000  0.000000 
      3.114286  0.000000  0.000000 
      3.123810  0.000000  0.000000 
      3.133333  0.000000  0.000000 
      3.142857  0.000000  0.000000 
      3.152381  0.000000  0.000000 
      3.161905  0.000000  0.000000 
      3.171429  0.000000  0.000000 
      3.180952  0.000000  0.000000 
      3.190476  0.000000  0.000000 
      3.200000  0.000000  0.000000 
      3.209524  0.000000  0.000000 
      3.219048  0.000000  0.000000 
      3.228571  0.000000  0.000000 
      3.238095  0.000000  0.000000 
      3.247619  0.000000  0.000000 
      3.257143  0.000000  0.000000 
      3.266667  0.000000  0.000000 
      3.276190  0.000000  0.000000 
      3.285714  0.000000  0.000000 
      3.295238  0.000000  0.000000 
      3.304762  0.000000  0.000000 
      3.314286  0.000000  0.000000 
      3.323810  0.000000  0.000000 
      3.333333  0.000000  0.000000 
      3.342857  0.000000  0.000000 
      3.352381  0.000000  0.000000 
      3.361905  0.000000  0.000000 
      3.371429  0.000000  0.000000 
      3.380952  0.000000  0.000000 
      3.390476  0.000000  0.000000 
      3.400000  0.000000  0.000000 
      3.410000  0.000000  0.000000 
      3.420000  0.000000  0.000000 
      3.429474  0.000000  0.000000 
      3.438947  0.000000  0.000000 
      3.448421  0.000000  0.000000 
      3.457895  0.000000  0.000000 
      3.467368  0.000000  0.000000 
      3.476842  0.000000  0.000000 
      3.486316  0.000000  0.000000 
      3.495789  0.000000  0.000000 
      3.505263  0.000000  0.000000 
      3.514737  0.000000  0.000000 
      3.524211  0.000000  0.000000 
      3.533684  0.000000  0.000000 
      3.543158  0.000000  0.000000 
      3.552632  0.000000  0.000000 
      3.562105  0.000000  0.000000 
      3.571579  0.000000  0.000000 
      3.581053  0.000000  0.000000 
      3.590526  0.000000  0.000000 
      3.600000  0.000000  0.000000 
      3.609524  0.000000  0.000000 
      3.619048  0.000000  0.000000 
      3.628571  0.000000  0.000000 
      3.638095  0.000000  0.000000 
      3.647619  0.000000  0.000000 
      3.657143  0.000000  0.000000 
      3.666667  0.000000  0.000000 
      3.676190  0.000000  0.000000 
      3.685714  0.000000  0.000000 
      3.695238  0.000000  0.000000 
      3.704762  0.000000  0.000000 
      3.714286  0.000000  0.000000 
      3.723810  0.000000  0.000000 
      3.733333  0.000000  0.000000 
      3.742857  0.000000  0.000000 
      3.752381  0.000000  0.000000 
      3.761905  0.000000  0.000000 
      3.771429  0.000000  0.000000 
      3.780952  0.000000  0.000000 
      3.790476  0.000000  0.000000 
      3.800000  0.000000  0.000000 
      3.810000  0.000000  0.000000 
      3.820000  0.000000  0.000000 
      3.829474  0.000000  0.000000 
      3.838947  0.000000  0.000000 
      3.848421  0.000000  0.000000 
      3.857895  0.000000  0.000000 
      3.867368  0.000000  0.000000 
      3.876842  0.000000  0.000000 
      3.886316  0.000000  0.000000 
      3.895789  0.000000  0.000000 
      3.905263  0.000000  0.000000 
      3.914737  0.000000  0.000000 
      3.924211  0.000000  0.000000 
      3.933684  0.000000  0.000000 
      3.943158  0.000000  0.000000 
      3.952632  0.000000  0.000000 
      3.962105  0.000000  0.000000 
      3.971579  0.000000  0.000000 
      3.981053  0.000000  0.000000 
      3.990526  0.000000  0.000000 
      4.000000  0.000000  0.000000 
      4.009524  0.000000  0.000000 
      4.019048  0.000000  0.000000 
      4.028571  0.000000  0.000000 
      4.038095  0.000000  0.000000 
      4.047619  0.000000  0.000000 
      4.057143  0.000000  0.000000 
      4.066667  0.000000  0.000000 
      4.076190  0.000000  0.000000 
      4.085714  0.000000  0.000000 
      4.095238  0.000000  0.000000 
      4.104762  0.000000  0.000000 
      4.114286  0.000000  0.000000 
      4.123810  0.000000  0.000000 
      4.133333  0.000000  0.000000 
      4.142857  0.000000  0.000000 
      4.152381  0.000000  0.000000 
      4.161905  0.000000  0.000000 
      4.171429  0.000000  0.000000 
      4.180952  0.000000  0.000000 
      4.190476  0.000000  0.000000 
      4.200000  0.000000  0.000000 
      4.209524  0.000000  0.000000 
      4.219048  0.000000  0.000000 
      4.228571  0.000000  0.000000 
      4.238095  0.000000  0.000000 
      4.247619  0.000000  0.000000 
      4.257143  0.000000  0.000000 
      4.266667  0.000000  0.000000 
      4.276190  0.000000  0.000000 
      4.285714  0.000000  0.000000 
      4.295238  0.000000  0.000000 
      4.304762  0.000000  0.000000 
      4.314286  0.000000  0.000000 
      4.323810  0.000000  0.000000 
      4.333333  0.000000  0.000000 
      4.342857  0.000000  0.000000 
      4.352381  0.000000  0.000000 
      4.361905  0.000000  0.000000 
      4.371429  0.000000  0.000000 
      4.380952  0.000000  0.000000 
      4.390476  0.000000  0.000000 
      4.400000  0.000000  0.000000 
      4.409524  0.000000  0.000000 
      4.419048  0.000000  0.000000 
      4.428571  0.000000  0.000000 
      4.438095  0.000000  0.000000 
      4.447619  0.000000  0.000000 
      4.457143  0.000000  0.000000 
      4.466667  0.000000  0.000000 
      4.476190  0.000000  0.000000 
      4.485714  0.000000  0.000000 
      4.495238  0.000000  0.000000 
      4.504762  0.000000  0.000000 
      4.514286  0.000000  0.000000 
      4.523810  0.000000  0.000000 
      4.533333  0.000000  0.000000 
      4.542857  0.000000  0.000000 
      4.552381  0.000000  0.000000 
      4.561905  0.000000  0.000000 
      4.571429  0.000000  0.000000 
      4.580952  0.000000  0.000000 
      4.590476  0.000000  0.000000 
      4.600000  0.000000  0.000000 
      4.609524  0.000000  0.000000 
      4.619048  0.000000  0.000000 
      4.628571  0.000000  0.000000 
      4.638095  0.000000  0.000000 
      4.647619  0.000000  0.000000 
      4.657143  0.000000  0.000000 
      4.666667  0.000000  0.000000 
      4.676190  0.000000  0.000000 
      4.685714  0.000000  0.000000 
      4.695238  0.000000  0.000000 
      4.704762  0.000000  0.000000 
      4.714286  0.000000  0.000000 
      4.723810  0.000000  0.000000 
      4.733333  0.000000  0.000000 
      4.742857  0.000000  0.000000 
      4.752381  0.000000  0.000000 
      4.761905  0.000000  0.000000 
      4.771429  0.000000  0.000000 
      4.780952  0.000000  0.000000 
      4.790476  0.000000  0.000000 
      4.800000  0.000000  0.000000 
      4.810000  0.000000  0.000000 
      4.820000  0.000000  0.000000 
      4.830000  0.000000  0.000000 
      4.840000  0.000000  0.000000 
      4.849412  0.000000  0.000000 
      4.858824  0.000000  0.000000 
      4.868235  0.000000  0.000000 
      4.877647  0.000000  0.000000 
      4.887059  0.000000  0.000000 
      4.896471  0.000000  0.000000 
      4.905882  0.000000  0.000000 
      4.915294  0.000000  0.000000 
      4.924706  0.000000  0.000000 
      4.934118  0.000000  0.000000 
      4.943529  0.000000  0.000000 
      4.952941  0.000000  0.000000 
      4.962353  0.000000  0.000000 
      4.971765  0.000000  0.000000 
      4.981176  0.000000  0.000000 
      4.990588  0.000000  0.000000 
      5.000000  0.000000  0.000000 
      5.011111  0.000000  0.000000 
      5.023704  0.000000  0.000000 
      5.037265  0.000000  0.000000 
      5.052059  0.000000  0.000000 
      5.065508  0.000000  0.000000 
      5.080452  0.000000  0.000000 
      5.093735  0.000000  0.000000 
      5.107018  0.000000  0.000000 
      5.120301  0.000000  0.000000 
      5.133584  0.000000  0.000000 
      5.146867  0.000000  0.000000 
      5.160151  0.000000  0.000000 
      5.173434  0.000000  0.000000 
      5.186717  0.000000  0.000000 
      5.200000  0.000000  0.000000 
      5.214286  0.000000  0.000000 
      5.228571  0.000000  0.000000 
      5.242857  0.000000  0.000000 
      5.257143  0.000000  0.000000 
      5.271429  0.000000  0.000000 
      5.285714  0.000000  0.000000 
      5.300000  0.000000  0.000000 
      5.314286  0.000000  0.000000 
      5.328571  0.000000  0.000000 
      5.342857  0.000000  0.000000 
      5.354286  0.000000  0.000000 
      5.365714  0.000000  0.000000 
      5.377143  0.000000  0.000000 
      5.388571  0.000000  0.000000 
      5.400000  0.000000  0.000000 
      5.412500  0.000000  0.000000 
      5.425893  0.000000  0.000000 
      5.440402  0.000000  0.000000 
      5.454911  0.000000  0.000000 
      5.469420  0.000000  0.000000 
      5.483929  0.000000  0.000000 
      5.498438  0.000000  0.000000 
      5.512946  0.000000  0.000000 
      5.527455  0.000000  0.000000 
      5.541964  0.000000  0.000000 
      5.556473  0.000000  0.000000 
      5.570982  0.000000  0.000000 
      5.585491  0.000000  0.000000 
      5.600000  0.000000  0.000000 
      5.615385  0.000000  0.000000 
      5.630769  0.000000  0.000000 
      5.646154  0.000000  0.000000 
      5.661538  0.000000  0.000000 
      5.676923  0.000000  0.000000 
      5.692308  0.000000  0.000000 
      5.707692  0.000000  0.000000 
      5.723077  0.000000  0.000000 
      5.738462  0.000000  0.000000 
      5.753846  0.000000  0.000000 
      5.769231  0.000000  0.000000 
      5.784615  0.000000  0.000000 
      5.800000  0.000000  0.000000 
      5.815385  0.000000  0.000000 
      5.830769  0.000000  0.000000 
      5.846154  0.000000  0.000000 
      5.861538  0.000000  0.000000 
      5.876923  0.000000  0.000000 
      5.892308  0.000000  0.000000 
      5.907692  0.000000  0.000000 
      5.923077  0.000000  0.000000 
      5.938462  0.000000  0.000000 
      5.953846  0.000000  0.000000 
      5.969231  0.000000  0.000000 
      5.984615  0.000000  0.000000 
      6.000000  0.000000  0.000000 
      6.015385  0.000000  0.000000 
      6.030769  0.000000  0.000000 
      6.046154  0.000000  0.000000 
      6.061538  0.000000  0.000000 
      6.076923  0.000000  0.000000 
      6.092308  0.000000  0.000000 
      6.107692  0.000000  0.000000 
      6.123077  0.000000  0.000000 
      6.138462  0.000000  0.000000 
      6.153846  0.000000  0.000000 
      6.169231  0.000000  0.000000 
      6.184615  0.000000  0.000000 
      6.200000  0.000000  0.000000 
      6.215385  0.000000  0.000000 
      6.230769  0.000000  0.000000 
      6.246154  0.000000  0.000000 
      6.261538  0.000000  0.000000 
      6.276923  0.000000  0.000000 
      6.292308  0.000000  0.000000 
      6.307692  0.000000  0.000000 
      6.323077  0.000000  0.000000 
      6.338462  0.000000  0.000000 
      6.353846  0.000000  0.000000 
      6.365385  0.000000  0.000000 
      6.376923  0.000000  0.000000 
      6.388462  0.000000  0.000000 
      6.400000  0.000000  0.000000 
      6.412500  0.000000  0.000000 
      6.425893  0.000000  0.000000 
      6.438329  0.000000  0.000000 
      6.450765  0.000000  0.000000 
      6.463202  0.000000  0.000000 
      6.475638  0.000000  0.000000 
      6.488074  0.000000  0.000000 
      6.500510  0.000000  0.000000 
      6.512946  0.000000  0.000000 
      6.525383  0.000000  0.000000 
      6.537819  0.000000  0.000000 
      6.548182  0.000000  0.000000 
      6.558546  0.000000  0.000000 
      6.568909  0.000000  0.000000 
      6.579273  0.000000  0.000000 
      6.589636  0.000000  0.000000 
      6.600000  0.000000  0.000000 
      6.611111  0.000000  0.000000 
      6.622917  0.000000  0.000000 
      6.634722  0.000000  0.000000 
      6.646528  0.000000  0.000000 
      6.658333  0.000000  0.000000 
      6.670139  0.000000  0.000000 
      6.681944  0.000000  0.000000 
      6.693750  0.000000  0.000000 
      6.705556  0.000000  0.000000 
      6.717361  0.000000  0.000000 
      6.729167  0.000000  0.000000 
      6.740972  0.000000  0.000000 
      6.752778  0.000000  0.000000 
      6.764583  0.000000  0.000000 
      6.776389  0.000000  0.000000 
      6.788194  0.000000  0.000000 
      6.800000  0.000000  0.000000 
      6.812500  0.000000  0.000000 
      6.825000  0.000000  0.000000 
      6.837500  0.000000  0.000000 
      6.849107  0.000000  0.000000 
      6.861682  0.000000  0.000000 
      6.874256  0.000000  0.000000 
      6.886830  0.000000  0.000000 
      6.899405  0.000000  0.000000 
      6.911979  0.000000  0.000000 
      6.924554  0.000000  0.000000 
      6.937128  0.000000  0.000000 
      6.949702  0.000000  0.000000 
      6.962277  0.000000  0.000000 
      6.974851  0.000000  0.000000 
      6.987426  0.000000  0.000000 
      7.000000  0.000000  0.000000 
      7.012500  0.000000  0.000000 
      7.025000  0.000000  0.000000 
      7.037500  0.000000  0.000000 
      7.050000  0.000000  0.000000 
      7.062500  0.000000  0.000000 
      7.075000  0.000000  0.000000 
      7.086364  0.000000  0.000000 
      7.098990  0.000000  0.000000 
      7.111616  0.000000  0.000000 
      7.124242  0.000000  0.000000 
      7.136869  0.000000  0.000000 
      7.149495  0.000000  0.000000 
      7.162121  0.000000  0.000000 
      7.174747  0.000000  0.000000 
      7.187374  0.000000  0.000000 
      7.200000  0.000000  0.000000 
      7.212500  0.000000  0.000000 
      7.225000  0.000000  0.000000 
      7.237500  0.000000  0.000000 
      7.250000  0.000000  0.000000 
      7.262500  0.000000  0.000000 
      7.275000  0.000000  0.000000 
      7.287500  0.000000  0.000000 
      7.300000  0.000000  0.000000 
      7.312500  0.000000  0.000000 
      7.325000  0.000000  0.000000 
      7.337500  0.000000  0.000000 
      7.350000  0.000000  0.000000 
      7.362500  0.000000  0.000000 
      7.375000  0.000000  0.000000 
      7.387500  0.000000  0.000000 
      7.400000  0.000000  0.000000 
      7.412500  0.000000  0.000000 
      7.425000  0.000000  0.000000 
      7.437500  0.000000  0.000000 
      7.450000  0.000000  0.000000 
      7.462500  0.000000  0.000000 
      7.475000  0.000000  0.000000 
      7.487500  0.000000  0.000000 
      7.500000  0.000000  0.000000 
      7.512500  0.000000  0.000000 
      7.525000  0.000000  0.000000 
      7.537500  0.000000  0.000000 
      7.550000  0.000000  0.000000 
      7.562500  0.000000  0.000000 
      7.575000  0.000000  0.000000 
      7.587500  0.000000  0.000000 
      7.600000  0.000000  0.000000 
      7.612500  0.000001  0.000000 
      7.625000  0.000001  0.000000 
      7.637500  0.000001  0.000000 
      7.650000  0.000001  0.000000 
      7.662500  0.000001  0.000000 
      7.675000  0.000001  0.000000 
      7.687500  0.000001  0.000000 
      7.700000  0.000001  0.000000 
      7.712500  0.000001  0.000000 
      7.725000  0.000001  0.000000 
      7.737500  0.000001  0.000000 
      7.750000  0.000001  0.000000 
      7.762500  0.000001  0.000000 
      7.775000  0.000001  0.000000 
      7.787500  0.000001  0.000000 
      7.800000  0.000001  0.000000 
      7.812500  0.000001  0.000000 
      7.825000  0.000001  0.000000 
      7.837500  0.000001  0.000000 
      7.850000  0.000001  0.000000 
      7.862500  0.000001  0.000000 
      7.875000  0.000001  0.000000 
      7.887500  0.000001  0.000000 
      7.900000  0.000001  0.000000 
      7.912500  0.000002  0.000000 
      7.925000  0.000002  0.000000 
      7.937500  0.000002  0.000000 
      7.950000  0.000002  0.000000 
      7.962500  0.000002  0.000000 
      7.975000  0.000002  0.000000 
      7.987500  0.000002  0.000000 
      8.000000  0.000002  0.000000 
      8.012500  0.000002  0.000000 
      8.025000  0.000002  0.000000 
      8.037500  0.000002  0.000000 
      8.050000  0.000002  0.000000 
      8.062500  0.000003  0.000000 
      8.075000  0.000003  0.000000 
      8.087500  0.000003  0.000000 
      8.100000  0.000003  0.000000 
      8.112500  0.000003  0.000000 
      8.125000  0.000003  0.000000 
      8.137500  0.000003  0.000000 
      8.150000  0.000003  0.000000 
      8.162500  0.000004  0.000000 
      8.175000  0.000004  0.000000 
      8.187500  0.000004  0.000000 
      8.200000  0.000004  0.000000 
      8.212500  0.000004  0.000000 
      8.225000  0.000004  0.000000 
      8.237500  0.000005  0.000000 
      8.250000  0.000005  0.000000 
      8.262500  0.000005  0.000000 
      8.275000  0.000005  0.000000 
      8.287500  0.000005  0.000000 
      8.300000  0.000006  0.000000 
      8.312500  0.000006  0.000000 
      8.325000  0.000006  0.000000 
      8.337500  0.000006  0.000000 
      8.350000  0.000006  0.000000 
      8.362500  0.000007  0.000000 
      8.375000  0.000007  0.000000 
      8.387500  0.000007  0.000000 
      8.393750  0.000007  0.000000 
      8.400000  0.000008  0.000000 
      8.407407  0.000008  0.000000 
      8.415781  0.000008  0.000000 
      8.424992  0.000008  0.000000 
      8.435287  0.000008  0.000000 
      8.446267  0.000009  0.000000 
      8.458093  0.000009  0.000000 
      8.469919  0.000009  0.000000 
      8.481744  0.000010  0.000000 
      8.493570  0.000010  0.000000 
      8.505395  0.000010  0.000000 
      8.517221  0.000011  0.000000 
      8.529047  0.000011  0.000000 
      8.540872  0.000011  0.000000 
      8.552698  0.000012  0.000000 
      8.564523  0.000012  0.000000 
      8.576349  0.000012  0.000000 
      8.588174  0.000013  0.000000 
      8.600000  0.000013  0.000000 
      8.611765  0.000014  0.000000 
      8.623529  0.000014  0.000000 
      8.635294  0.000014  0.000000 
      8.647059  0.000015  0.000000 
      8.658824  0.000015  0.000000 
      8.670588  0.000016  0.000000 
      8.682353  0.000016  0.000000 
      8.694118  0.000017  0.000000 
      8.705882  0.000017  0.000000 
      8.717647  0.000018  0.000000 
      8.729412  0.000019  0.000000 
      8.741176  0.000019  0.000000 
      8.752941  0.000020  0.000000 
      8.764706  0.000020  0.000000 
      8.776471  0.000021  0.000000 
