Time	gauge_0	gauge_1	gauge_2
32.763	-1e+15	0.0410465	-1e+15
32.7704	-1e+15	0.0398262	6.175e-07
32.7778	-1e+15	0.0385935	7.48564e-07
32.7852	-1e+15	0.0373491	8.96747e-07
32.7926	-1e+15	0.0360933	1.04926e-06
32.8	-1e+15	0.0348228	1.18783e-06
32.8077	-1e+15	0.033482	1.44018e-06
32.8154	-1e+15	0.0321302	1.66919e-06
32.8231	-1e+15	0.0307747	1.8914e-06
32.8308	-1e+15	0.0294215	2.74718e-06
32.8385	-1e+15	0.028077	4.79877e-06
32.8462	-1e+15	0.0267452	8.3027e-06
32.8538	-1e+15	0.0254227	1.37021e-05
32.8615	-1e+15	0.0241141	2.19516e-05
32.8692	-1e+15	0.0228188	3.36962e-05
32.8769	-1e+15	0.0215366	4.94306e-05
32.8846	-1e+15	0.020269	6.94941e-05
32.8923	-1e+15	0.0190264	9.41829e-05
32.8995	-1e+15	0.0178897	0.000121429
32.9067	-1e+15	0.0167644	0.000152834
32.9138	-1e+15	0.0156449	0.000188982
32.921	-1e+15	0.014521	0.000233281
32.9282	-1e+15	0.0133901	0.000285429
32.9354	-1e+15	0.0122558	0.000347313
32.9426	-1e+15	0.011122	0.000420775
32.9497	-1e+15	0.00998415	0.000526853
32.9569	-1e+15	0.00887612	0.000672053
32.9641	-1e+15	0.00781596	0.000860916
32.9713	-1e+15	0.00680699	0.0010939
32.9785	-1e+15	0.00585001	0.00137186
32.9856	-1e+15	0.00493857	0.00169565
32.9928	-1e+15	0.0040763	0.00206447
33	-1e+15	0.00326299	0.00248675
33.0077	-1e+15	0.00244919	0.00301097
33.0154	-1e+15	0.00182527	0.00368945
33.0231	-1e+15	0.00136298	0.00454913
33.0308	-1e+15	0.00102529	0.00555732
33.0385	-1e+15	0.000774825	0.00667671
33.0462	-1e+15	0.000582818	0.00787236
33.0538	-1e+15	0.000434467	0.00912057
33.0615	-1e+15	0.000321954	0.0104139
33.0692	-1e+15	0.000234927	0.011737
33.0769	-1e+15	0.000166077	0.0130766
33.0846	-1e+15	0.000115071	0.0144292
33.0923	-1e+15	7.92838e-05	0.0158013
33.1	-1e+15	5.46542e-05	0.0172064
33.1077	-1e+15	3.77949e-05	0.0186551
33.1148	6.18304e-07	2.6958e-05	0.0200246
33.1219	8.21436e-07	1.92348e-05	0.0214199
33.129	1.07944e-06	1.37646e-05	0.0228391
33.1361	1.37904e-06	9.91335e-06	0.0242712
33.1432	1.71379e-06	7.19518e-06	0.0257154
33.1503	1.88924e-06	5.26909e-06	0.0271691
33.1574	-1e+15	3.89739e-06	0.0286444
33.1645	-1e+15	2.91376e-06	0.0301264
33.1716	-1e+15	2.20302e-06	0.0316061
33.1787	-1e+15	1.68443e-06	0.0330767
33.1858	9.14409e-06	1.30177e-06	0.0345283
33.1929	3.08097e-05	1.01659e-06	0.0359689
33.2	6.01667e-05	8.01721e-07	0.0374018
33.2071	9.41826e-05	6.37127e-07	0.0388456
33.2143	0.000128929	-1e+15	0.0402774
33.2214	0.000165666	-1e+15	0.0416861
33.2286	0.000209103	-1e+15	0.043063
33.2357	0.000292988	-1e+15	0.0443972
33.2429	0.000432152	-1e+15	0.0456961
33.2503	0.000643015	-1e+15	0.0470235
33.2578	0.000920287	-1e+15	0.0483156
33.2653	0.00124606	-1e+15	0.0495733
33.2728	0.00159993	-1e+15	0.0507857
33.2803	0.00197063	-1e+15	0.0519418
33.2878	0.00236975	-1e+15	0.053034
33.2952	0.00283533	-1e+15	0.054054
33.3027	0.00347174	-1e+15	0.0550036
33.3102	0.0042617	-1e+15	0.055884
33.3171	0.00509444	-1e+15	0.0566367
33.324	0.00599426	-1e+15	0.0573383
33.3309	0.00693511	-1e+15	0.0579814
33.3378	0.00791303	-1e+15	0.0585431
33.3447	0.00893071	-1e+15	0.059014
33.3516	0.0100109	-1e+15	0.0593875
33.3586	0.0111858	-1e+15	0.0596589
33.3655	0.0124326	-1e+15	0.0598357
33.3724	0.0137293	-1e+15	0.0599416
33.3793	0.0150585	-1e+15	0.0600052
33.3862	0.0164189	-1e+15	0.0600283
33.3931	0.0178	-1e+15	0.0599977
33.4	0.019193	-1e+15	0.0598975
33.4074	0.0206977	-1e+15	0.0596931
33.4148	0.0221958	-1e+15	0.0593946
33.4222	0.0236969	-1e+15	0.0590067
33.4296	0.0252024	-1e+15	0.0585378
33.437	0.0267256	-1e+15	0.0579905
33.4444	0.0282532	-1e+15	0.0573668
33.4519	0.0297769	-1e+15	0.0566677
33.4593	0.031282	-1e+15	0.0558961
33.4667	0.0327671	-1e+15	0.0550518
33.4741	0.0342418	-1e+15	0.054138
33.4815	0.0357084	-1e+15	0.0531576
33.4889	0.0371806	-1e+15	0.052119
33.4963	0.0386409	-1e+15	0.0510314
33.5037	0.0400757	-1e+15	0.0498967
33.5111	0.0414668	-1e+15	0.0487296
33.5185	0.0428172	-1e+15	0.0475342
33.5259	0.044135	-1e+15	0.0463127
33.5327	0.0453083	-1e+15	0.045175
33.5394	0.0464593	-1e+15	0.0440057
33.5461	0.0475961	-1e+15	0.0428064
33.5529	0.0487059	-1e+15	0.0415732
33.5596	0.0497762	-1e+15	0.0403258
33.5663	0.0507976	-1e+15	0.0390769
33.5731	0.0517653	-1e+15	0.0378297
33.5798	0.0526868	-1e+15	0.0365903
33.5865	0.0535623	-1e+15	0.0353439
33.5933	0.0543925	-1e+15	0.0340811
33.6	0.0551777	-1e+15	0.0328022
33.6069	0.0559248	-1e+15	0.0314768
33.6138	0.0566108	-1e+15	0.0301564
33.6207	0.0572351	-1e+15	0.0288533
33.6276	0.0577944	-1e+15	0.0275741
33.6345	0.0582973	-1e+15	0.0263209
33.6414	0.0587498	-1e+15	0.0250782
33.648	0.0591345	-1e+15	0.0238943
33.6546	0.0594549	-1e+15	0.0227151
33.6612	0.0596992	-1e+15	0.0215428
33.6678	0.0598628	-1e+15	0.0203884
33.6744	0.0599577	-1e+15	0.0192616
33.681	0.0600055	-1e+15	0.0181616
33.6876	0.0600096	-1e+15	0.0170847
33.6939	0.0599735	-1e+15	0.0160753
33.7001	0.0598898	-1e+15	0.0150655
33.7064	0.0597483	-1e+15	0.0140492
33.7126	0.0595465	-1e+15	0.0130268
33.7189	0.0592845	-1e+15	0.0120013
33.7251	0.0589711	-1e+15	0.0109799
33.7313	0.0586083	-1e+15	0.00997323
33.7376	0.0581963	-1e+15	0.00900194
33.7438	0.0577344	-1e+15	0.00807551
33.7501	0.057222	-1e+15	0.00719196
33.7563	0.0566585	-1e+15	0.00634917
33.7625	0.0560438	-1e+15	0.00554562
33.7688	0.0553776	-1e+15	0.00477828
33.775	0.0546599	-1e+15	0.00405242
33.7813	0.0538921	-1e+15	0.00337184
33.7875	0.0530738	-1e+15	0.00274024
33.7917	0.0525028	-1e+15	0.00237759
33.7958	0.0519195	-1e+15	0.00206279
33.8	0.0513263	-1e+15	0.00179124
33.8048	0.0506349	-1e+15	0.00152575
33.81	0.0498535	-1e+15	0.00128107
33.8158	0.0489828	-1e+15	0.00106197
33.8217	0.0480604	-1e+15	0.000877284
33.8277	0.0471089	-1e+15	0.000725269
33.8336	0.0461249	-1e+15	0.000598555
33.8396	0.045108	-1e+15	0.00049217
33.8455	0.0440534	-1e+15	0.000403835
33.8514	0.0429753	-1e+15	0.000330046
33.8574	0.0418864	-1e+15	0.000268028
33.8633	0.0407937	-1e+15	0.000215593
33.8693	0.0396983	-1e+15	0.000172628
33.8752	0.0386013	-1e+15	0.000138229
33.8812	0.0374911	-1e+15	0.000110806
33.8871	0.0363631	-1e+15	8.90042e-05
33.893	0.0352127	-1e+15	7.16878e-05
33.899	0.0340435	-1e+15	5.79334e-05
33.9049	0.0328686	-1e+15	4.69895e-05
33.9109	0.0316977	-1e+15	3.82605e-05
33.9168	0.030534	-1e+15	3.12749e-05
33.9228	0.0293783	-1e+15	2.5669e-05
33.9287	0.0282279	-1e+15	2.11573e-05
33.9346	0.027073	-1e+15	1.75155e-05
33.9406	0.0259095	-1e+15	1.45657e-05
33.9465	0.0247318	-1e+15	1.21683e-05
33.9525	0.0235468	-1e+15	1.02125e-05
33.9584	0.0223631	-1e+15	8.61082e-06
33.9643	0.0211873	-1e+15	7.29406e-06
33.9703	0.020023	-1e+15	6.20729e-06
33.9762	0.0188715	6.45597e-07	5.30665e-06
33.9822	0.0177369	7.68344e-07	4.5568e-06
33.9881	0.0166163	9.10655e-07	3.9296e-06
33.9941	0.0155027	1.08285e-06	3.40253e-06
34	0.0143924	1.35575e-06	2.95755e-06
34.0065	0.0132003	2.88973e-06	2.55e-06
34.0129	0.0120306	5.5452e-06	2.20818e-06
34.0194	0.0109035	9.49409e-06	1.92018e-06
34.0258	0.00985645	1.48732e-05	1.67644e-06
34.0323	0.00888519	2.22794e-05	1.46926e-06
34.0387	0.00799009	3.24099e-05	1.29239e-06
34.0452	0.00714917	4.54281e-05	1.14084e-06
34.0516	0.00634182	6.14923e-05	1.01042e-06
34.0581	0.00555616	8.06956e-05	8.97795e-07
34.0645	0.00479284	0.000103137	8.00192e-07
34.071	0.0040651	0.000129377	7.15328e-07
34.0774	0.00340395	0.000159713	6.41306e-07
34.0839	0.00286226	0.000198471	5.76546e-07
34.0903	0.0024224	0.000244967	-1e+15
34.0968	0.00206366	0.000297812	-1e+15
34.1032	0.00176016	0.000356336	-1e+15
34.1097	0.00149535	0.000422651	-1e+15
34.1161	0.00125644	0.000503647	-1e+15
34.1226	0.00103357	0.000619377	-1e+15
34.129	0.000822135	0.000771548	-1e+15
34.1355	0.000622591	0.000960812	-1e+15
34.1419	0.000444184	0.00118689	-1e+15
34.1484	0.00030368	0.00144836	-1e+15
34.1548	0.000204444	0.00173961	-1e+15
34.1613	0.000137863	0.00206128	-1e+15
34.1677	9.30914e-05	0.00241737	-1e+15
34.1742	6.27099e-05	0.00281401	-1e+15
34.1806	4.1944e-05	0.0033261	-1e+15
34.1871	2.80235e-05	0.00397918	-1e+15
34.1935	1.8726e-05	0.00475263	-1e+15
34.2	1.25284e-05	0.00562098	-1e+15
34.2071	8.11335e-06	0.00666977	-1e+15
34.2146	5.21506e-06	0.00781565	-1e+15
34.222	3.38606e-06	0.00900111	-1e+15
34.2294	2.2301e-06	0.0102173	-1e+15
34.2368	1.49374e-06	0.0114561	-1e+15
34.2442	1.01751e-06	0.0127071	-1e+15
34.2516	7.03583e-07	0.0139719	-1e+15
34.2591	-1e+15	0.0152536	-1e+15
34.2665	-1e+15	0.0165632	-1e+15
34.2739	-1e+15	0.0179037	-1e+15
34.2818	-1e+15	0.0193611	-1e+15
34.2897	-1e+15	0.0208451	-1e+15
34.2975	-1e+15	0.0223614	-1e+15
34.3049	-1e+15	0.0237815	-1e+15
34.3122	-1e+15	0.0252147	-1e+15
34.3195	-1e+15	0.0266569	-1e+15
34.3268	-1e+15	0.0281064	-1e+15
34.3341	-1e+15	0.0295577	-1e+15
34.3415	-1e+15	0.0310049	-1e+15
34.3488	-1e+15	0.032443	-1e+15
34.3561	-1e+15	0.0338661	-1e+15
34.3634	-1e+15	0.0352759	-1e+15
34.3707	-1e+15	0.0366733	-1e+15
34.378	-1e+15	0.0380596	-1e+15
34.3854	-1e+15	0.0394311	-1e+15
34.3927	-1e+15	0.0407802	-1e+15
34.4	-1e+15	0.0421016	-1e+15
34.4074	-1e+15	0.0434019	-1e+15
34.4148	-1e+15	0.0446638	-1e+15
34.4222	-1e+15	0.0458883	-1e+15
34.4296	-1e+15	0.047075	-1e+15
34.437	-1e+15	0.0482203	-1e+15
34.4448	-1e+15	0.0493785	-1e+15
34.4522	-1e+15	0.0504315	-1e+15
34.4596	-1e+15	0.0514334	-1e+15
34.467	-1e+15	0.0523796	-1e+15
34.4744	-1e+15	0.0532643	-1e+15
34.4818	-1e+15	0.0540884	-1e+15
34.4891	-1e+15	0.0548502	-1e+15
34.4965	-1e+15	0.0555491	-1e+15
34.5039	-1e+15	0.0561876	-1e+15
34.5113	-1e+15	0.0567612	-1e+15
34.5187	-1e+15	0.0572642	-1e+15
34.5261	-1e+15	0.0577006	-1e+15
34.5335	-1e+15	0.0580663	-1e+15
34.5409	-1e+15	0.0583603	-1e+15
34.5483	-1e+15	0.0585892	-1e+15
34.5557	-1e+15	0.0587525	-1e+15
34.563	-1e+15	0.05886	-1e+15
34.5704	-1e+15	0.0589187	-1e+15
34.5778	-1e+15	0.0589289	-1e+15
34.5852	-1e+15	0.0588823	-1e+15
34.5926	-1e+15	0.0587623	-1e+15
34.6	-1e+15	0.0585664	-1e+15
34.6074	-1e+15	0.0582984	-1e+15
34.6148	-1e+15	0.0579634	-1e+15
34.6222	-1e+15	0.0575631	-1e+15
34.6296	-1e+15	0.0570989	-1e+15
34.637	-1e+15	0.0565726	-1e+15
34.6444	-1e+15	0.0559866	-1e+15
34.6519	-1e+15	0.0553421	-1e+15
34.6589	-1e+15	0.0546794	-1e+15
34.666	-1e+15	0.0539681	-1e+15
34.673	-1e+15	0.0532109	-1e+15
34.6801	-1e+15	0.0524099	-1e+15
34.6871	-1e+15	0.0515682	-1e+15
34.6942	-1e+15	0.0506894	-1e+15
34.7012	-1e+15	0.0497753	-1e+15
34.7083	-1e+15	0.0488295	-1e+15
34.7153	-1e+15	0.0478528	-1e+15
34.7224	-1e+15	0.0468456	-1e+15
34.7295	-1e+15	0.0458097	-1e+15
34.7365	-1e+15	0.0447445	-1e+15
34.7436	-1e+15	0.0436507	-1e+15
34.7506	-1e+15	0.0425312	-1e+15
34.7577	-1e+15	0.0413886	-1e+15
34.7647	-1e+15	0.04023	6.42192e-07
34.7718	-1e+15	0.0390597	7.46481e-07
34.7788	-1e+15	0.0378788	8.85274e-07
34.7859	-1e+15	0.0366888	1.03827e-06
34.7929	-1e+15	0.0354866	1.1873e-06
34.8	-1e+15	0.0342709	1.32767e-06
34.8077	-1e+15	0.0329255	1.80055e-06
34.8154	-1e+15	0.0315723	3.1874e-06
34.8231	-1e+15	0.0302192	5.78711e-06
34.8308	-1e+15	0.028872	9.87413e-06
34.8385	-1e+15	0.0275362	1.62776e-05
34.8462	-1e+15	0.0262124	2.56336e-05
34.8535	-1e+15	0.0249651	3.77538e-05
34.8608	-1e+15	0.0237323	5.33519e-05
34.8681	-1e+15	0.0225114	7.2685e-05
34.8755	-1e+15	0.0213033	9.59894e-05
34.8828	-1e+15	0.0201096	0.000123391
34.8901	-1e+15	0.0189397	0.000154841
34.8974	-1e+15	0.0177881	0.000191058
34.9048	-1e+15	0.0166479	0.000235276
34.9121	-1e+15	0.015514	0.000287924
34.9194	-1e+15	0.0143756	0.000350056
34.9267	-1e+15	0.013231	0.000425587
34.9341	-1e+15	0.0120843	0.000533531
34.9414	-1e+15	0.0109391	0.000679838
34.9487	-1e+15	0.00978985	0.000869111
34.956	-1e+15	0.00868009	0.00110157
34.9634	-1e+15	0.00762116	0.00137809
34.9707	-1e+15	0.00661544	0.00169955
34.978	-1e+15	0.00566289	0.00206509
34.9853	-1e+15	0.00475771	0.00248356
34.9927	-1e+15	0.00390092	0.00296676
35	-1e+15	0.0030945	0.00357416
35.0077	-1e+15	0.00232679	0.00438284
35.0154	-1e+15	0.00174088	0.00534143
35.0231	-1e+15	0.00130789	0.00641639
35.0308	-1e+15	0.00099008	0.00757605
35.0385	5.78053e-07	0.000752398	0.00879349
35.0462	7.70467e-07	0.000568813	0.0100577
35.0538	9.86015e-07	0.000426423	0.0113568
35.0615	1.22154e-06	0.00031772	0.0126754
35.0692	1.48876e-06	0.000233118	0.0140067
35.0769	1.79623e-06	0.000165838	0.0153509
35.0842	-1e+15	0.000118504	0.0166392
35.0914	-1e+15	8.42402e-05	0.0179559
35.0986	-1e+15	5.98402e-05	0.0193043
35.1059	-1e+15	4.26282e-05	0.0206793
35.1131	4.8653e-06	3.04156e-05	0.0220798
35.1204	2.05117e-05	2.1719e-05	0.0234943
35.1276	4.28986e-05	1.55317e-05	0.0249203
35.1348	7.13519e-05	1.11765e-05	0.0263587
35.1421	0.000104272	8.10301e-06	0.0278099
35.1493	0.000137893	5.92644e-06	0.0292821
35.1566	0.000171323	4.3778e-06	0.0307613
35.1638	0.000208948	3.26823e-06	0.0322407
35.171	0.00027377	2.46692e-06	0.0337066
35.1783	0.000385586	1.8831e-06	0.0351623
35.1855	0.000541228	1.45325e-06	0.0366132
35.1928	0.00075569	1.1332e-06	0.0380659
35.2	0.00101681	8.92491e-07	0.0395192
35.2074	0.0013209	7.05846e-07	0.0409918
35.2148	0.0016478	5.63357e-07	0.0424385
35.2222	0.00198735	-1e+15	0.0438443
35.2296	0.00234505	-1e+15	0.0452111
35.237	0.00274862	-1e+15	0.046544
35.2444	0.00328814	-1e+15	0.0478444
35.2519	0.00396645	-1e+15	0.0491138
35.2593	0.00476471	-1e+15	0.0503438
35.2667	0.00564395	-1e+15	0.0515226
35.2741	0.00657567	-1e+15	0.0526411
35.2815	0.00754381	-1e+15	0.0536914
35.2889	0.0085501	-1e+15	0.054673
35.2963	0.00960506	-1e+15	0.0555883
35.3037	0.010764	-1e+15	0.0564361
35.3111	0.0120146	-1e+15	0.057222
35.3185	0.0133298	-1e+15	0.0579554
35.3259	0.014687	-1e+15	0.0586093
35.3333	0.0160771	-1e+15	0.0591661
35.3407	0.0174975	-1e+15	0.0596116
35.3481	0.0189382	-1e+15	0.0599508
35.3556	0.0203963	-1e+15	0.0601756
35.363	0.0218593	-1e+15	0.0602998
35.3704	0.0233296	-1e+15	0.0603596
35.3778	0.0248087	-1e+15	0.0603757
35.3852	0.0263059	-1e+15	0.0603412
35.3926	0.0278163	-1e+15	0.0602301
35.4	0.0293317	-1e+15	0.0600218
35.4074	0.0308443	-1e+15	0.0597204
35.4148	0.0323401	-1e+15	0.0593351
35.4222	0.0338322	-1e+15	0.0588707
35.4296	0.0353232	-1e+15	0.0583301
35.437	0.0368268	-1e+15	0.0577153
35.4444	0.0383298	-1e+15	0.0570279
35.4519	0.0398211	-1e+15	0.0562704
35.4593	0.0412856	-1e+15	0.0554437
35.4667	0.0427203	-1e+15	0.0545482
35.4741	0.0441358	-1e+15	0.0535876
35.4815	0.0455349	-1e+15	0.0525667
35.4889	0.046927	-1e+15	0.0514954
35.4963	0.048306	-1e+15	0.0503784
35.5037	0.0496538	-1e+15	0.0492256
35.5111	0.0509572	-1e+15	0.0480453
35.5185	0.0522058	-1e+15	0.0468389
35.5259	0.0534094	-1e+15	0.0456113
35.5333	0.0545694	-1e+15	0.0443507
35.5407	0.0556874	-1e+15	0.043054
35.5481	0.056764	-1e+15	0.0417231
35.5556	0.0577965	-1e+15	0.0403687
35.563	0.0587883	-1e+15	0.0390117
35.5704	0.0597243	-1e+15	0.0376564
35.5778	0.0605906	-1e+15	0.0363124
35.5852	0.0613859	-1e+15	0.0349594
35.5926	0.0621118	-1e+15	0.0335887
35.6	0.0627712	-1e+15	0.0322018
35.6074	0.0633645	-1e+15	0.0308056
35.6148	0.0638931	-1e+15	0.0294209
35.6219	0.0643316	-1e+15	0.0281107
35.6291	0.0646892	-1e+15	0.0268306
35.6362	0.0649637	-1e+15	0.0255669
35.6433	0.0651582	-1e+15	0.0243121
35.6504	0.0652926	-1e+15	0.0230672
35.6575	0.0653763	-1e+15	0.0218293
35.6647	0.0654048	-1e+15	0.0206076
35.6714	0.0653701	-1e+15	0.0194728
35.6782	0.065264	-1e+15	0.0183638
35.685	0.0650858	-1e+15	0.0172818
35.6917	0.0648388	-1e+15	0.0162119
35.6985	0.0645278	-1e+15	0.0151459
35.7053	0.0641535	-1e+15	0.0140741
35.712	0.0637163	-1e+15	0.0129972
35.7183	0.0632549	-1e+15	0.0119911
35.7246	0.06274	-1e+15	0.0109896
35.7309	0.0621744	-1e+15	0.0100009
35.7372	0.0615587	-1e+15	0.0090461
35.7435	0.0609008	-1e+15	0.00813424
35.7497	0.0602056	-1e+15	0.00726434
35.756	0.0594739	-1e+15	0.00643417
35.7623	0.0587036	-1e+15	0.00564256
35.7686	0.0578982	-1e+15	0.00488608
35.7749	0.0570543	-1e+15	0.00416813
35.7812	0.0561679	-1e+15	0.00349324
35.7874	0.0552399	-1e+15	0.00286514
35.7937	0.0542713	-1e+15	0.00232147
35.8	0.0532559	-1e+15	0.00188071
35.8063	0.0522167	-1e+15	0.00152955
35.8125	0.0511594	-1e+15	0.00124972
35.8188	0.050089	-1e+15	0.00102585
35.825	0.0490072	-1e+15	0.000844485
35.8313	0.0479084	-1e+15	0.000695444
35.8375	0.0467857	-1e+15	0.000571311
35.8438	0.0456359	-1e+15	0.00046712
35.85	0.0444529	-1e+15	0.000380746
35.8563	0.0432476	-1e+15	0.000308713
35.8625	0.0420357	-1e+15	0.000248289
35.8688	0.0408249	-1e+15	0.00019752
35.875	0.0396176	-1e+15	0.000156976
35.8813	0.0384144	-1e+15	0.000124801
35.8875	0.0372014	-1e+15	9.93688e-05
35.8938	0.0359742	-1e+15	7.93109e-05
35.9	0.0347262	-1e+15	6.35013e-05
35.9063	0.0334668	-1e+15	5.10268e-05
35.9125	0.0322089	-1e+15	4.11602e-05
35.9188	0.0309598	-1e+15	3.33321e-05
35.925	0.0297227	-1e+15	2.71046e-05
35.9313	0.0284986	-1e+15	2.21367e-05
35.9375	0.0272751	-1e+15	1.81622e-05
35.9438	0.0260487	-1e+15	1.49714e-05
35.95	0.0248152	-1e+15	1.24011e-05
35.9563	0.0235798	-1e+15	1.0323e-05
35.9625	0.0223495	-1e+15	8.63589e-06
35.9688	0.0211314	-1e+15	7.26062e-06
35.975	0.0199291	6.80314e-07	6.13487e-06
35.9813	0.0187439	8.22465e-07	5.20934e-06
35.9875	0.0175809	9.87489e-07	4.44473e-06
35.9938	0.0164365	1.1846e-06	3.80987e-06
36	0.0153038	1.42891e-06	3.2801e-06
36.0065	0.0141439	2.65138e-06	2.82233e-06
36.0129	0.0129972	5.02713e-06	2.43916e-06
36.0191	0.0119105	8.43707e-06	2.12713e-06
36.0254	0.0108659	1.3199e-05	1.86204e-06
36.0316	0.00989447	1.95005e-05	1.63593e-06
36.0378	0.0089887	2.82748e-05	1.44228e-06
36.0441	0.0081538	3.96873e-05	1.27581e-06
36.0503	0.00737202	5.39257e-05	1.13223e-06
36.0566	0.00662814	7.10939e-05	1.00797e-06
36.0631	0.00587635	9.25211e-05	8.95328e-07
36.0693	0.00517741	0.000115916	8.02022e-07
36.0755	0.00449977	0.000143354	7.20419e-07
36.0818	0.00385511	0.000176116	6.48842e-07
36.088	0.00328284	0.000217015	5.85886e-07
36.0942	0.00281054	0.000264364	-1e+15
36.1004	0.00242	0.000317411	-1e+15
36.1066	0.00209539	0.000375721	-1e+15
36.1129	0.00181875	0.000442257	-1e+15
36.1191	0.00157626	0.000528875	-1e+15
36.1253	0.00135888	0.000648905	-1e+15
36.1315	0.00115828	0.000803634	-1e+15
36.1378	0.000968423	0.000993718	-1e+15
36.144	0.000786397	0.00121889	-1e+15
36.1502	0.000612336	0.00147704	-1e+15
36.1564	0.000454741	0.00176357	-1e+15
36.1627	0.000324656	0.00207987	-1e+15
36.1689	0.000228402	0.00243008	-1e+15
36.1751	0.000160917	0.00282001	-1e+15
36.1813	0.000113725	0.003316	-1e+15
36.1876	8.03841e-05	0.00394702	-1e+15
36.1938	5.66203e-05	0.00469452	-1e+15
36.2	3.97101e-05	0.00553502	-1e+15
36.2069	2.7072e-05	0.00655623	-1e+15
36.2138	1.8487e-05	0.00763291	-1e+15
36.2207	1.266e-05	0.00874826	-1e+15
36.2276	8.70322e-06	0.00989353	-1e+15
36.2348	5.93957e-06	0.0111137	-1e+15
36.242	4.07753e-06	0.0123464	-1e+15
36.2491	2.82001e-06	0.0135926	-1e+15
36.2563	1.97104e-06	0.0148546	-1e+15
36.2635	1.3954e-06	0.0161408	-1e+15
36.2707	1.0015e-06	0.0174574	-1e+15
36.2779	7.27314e-07	0.0188006	-1e+15
36.2855	5.26854e-07	0.0202578	-1e+15
36.2931	-1e+15	0.0217432	-1e+15
36.3008	-1e+15	0.0232517	-1e+15
36.3084	-1e+15	0.0247758	-1e+15
36.316	-1e+15	0.0263122	-1e+15
36.3237	-1e+15	0.0278582	-1e+15
36.3313	-1e+15	0.0294073	-1e+15
36.3382	-1e+15	0.0307891	-1e+15
36.345	-1e+15	0.0321639	-1e+15
36.3519	-1e+15	0.0335245	-1e+15
36.3588	-1e+15	0.0348742	-1e+15
36.3657	-1e+15	0.0362132	-1e+15
36.3725	-1e+15	0.0375405	-1e+15
36.3794	-1e+15	0.0388583	-1e+15
36.3863	-1e+15	0.0401578	-1e+15
36.3931	-1e+15	0.0414339	-1e+15
36.4	-1e+15	0.0426809	-1e+15
36.4074	-1e+15	0.0439937	-1e+15
36.4151	-1e+15	0.0453211	-1e+15
36.4228	-1e+15	0.0466057	-1e+15
36.4305	-1e+15	0.0478478	-1e+15
36.4382	-1e+15	0.0490439	-1e+15
36.4459	-1e+15	0.0501907	-1e+15
36.4536	-1e+15	0.0512821	-1e+15
36.4613	-1e+15	0.0523117	-1e+15
36.469	-1e+15	0.0532727	-1e+15
36.4767	-1e+15	0.0541656	-1e+15
36.484	-1e+15	0.0549406	-1e+15
36.4912	-1e+15	0.0556543	-1e+15
36.4985	-1e+15	0.0563081	-1e+15
36.5057	-1e+15	0.0569005	-1e+15
36.513	-1e+15	0.0574268	-1e+15
36.5202	-1e+15	0.0578881	-1e+15
36.5275	-1e+15	0.0582836	-1e+15
36.5347	-1e+15	0.058606	-1e+15
36.542	-1e+15	0.0588616	-1e+15
36.5492	-1e+15	0.0590519	-1e+15
36.5565	-1e+15	0.0591849	-1e+15
36.5637	-1e+15	0.0592762	-1e+15
36.571	-1e+15	0.0593202	-1e+15
36.5782	-1e+15	0.0593141	-1e+15
36.5855	-1e+15	0.0592401	-1e+15
36.5927	-1e+15	0.0590917	-1e+15
36.6	-1e+15	0.0588694	-1e+15
36.6074	-1e+15	0.0585719	-1e+15
36.6148	-1e+15	0.0582072	-1e+15
36.6222	-1e+15	0.0577767	-1e+15
36.6296	-1e+15	0.0572816	-1e+15
36.637	-1e+15	0.056724	-1e+15
36.6444	-1e+15	0.056107	-1e+15
36.6519	-1e+15	0.0554315	-1e+15
36.6593	-1e+15	0.054699	-1e+15
36.6667	-1e+15	0.0539116	-1e+15
36.6741	-1e+15	0.0530738	-1e+15
36.6815	-1e+15	0.0521886	-1e+15
36.6889	-1e+15	0.0512601	-1e+15
36.6963	-1e+15	0.0502919	-1e+15
36.7037	-1e+15	0.049287	-1e+15
36.7111	-1e+15	0.0482481	-1e+15
36.7185	-1e+15	0.0471753	-1e+15
36.7259	-1e+15	0.0460701	-1e+15
36.7333	-1e+15	0.0449329	6.24793e-07
36.7407	-1e+15	0.0437641	7.44405e-07
36.7481	-1e+15	0.0425659	8.65459e-07
36.7556	-1e+15	0.0413416	1.02737e-06
36.763	-1e+15	0.0400994	1.21532e-06
36.7704	-1e+15	0.0388444	1.39488e-06
36.7778	-1e+15	0.0375776	1.57035e-06
36.7852	-1e+15	0.0363007	2.23659e-06
36.7926	-1e+15	0.0350098	3.93749e-06
36.8	-1e+15	0.0337049	6.91655e-06
36.8077	-1e+15	0.032335	1.1688e-05
36.8154	-1e+15	0.0309615	1.91272e-05
36.8231	-1e+15	0.0295909	2.99054e-05
36.8308	-1e+15	0.0282296	4.4577e-05
36.8385	-1e+15	0.0268815	6.34985e-05
36.8462	-1e+15	0.0255439	8.70367e-05
36.8538	-1e+15	0.0242209	0.000115417
36.8615	-1e+15	0.0229117	0.000148635
36.8692	-1e+15	0.0216162	0.000187154
36.8765	-1e+15	0.0204114	0.000232065
36.8838	-1e+15	0.0192288	0.000285279
36.891	-1e+15	0.0180657	0.000349063
36.8983	-1e+15	0.0169156	0.000426118
36.9056	-1e+15	0.0157725	0.000537278
